,baseline,seed,correlation,magnitude,split,loss,load_model,n_train,setup,one_task,setup2
176,2.839345597749343e-06,0,0.95,0.01,val,5.83300163725653e-07,False,128,backprop,True,STL
177,2.839345597749343e-06,0,0.95,0.01,val,7.508084109986157e-08,False,256,backprop,True,STL
178,2.839345597749343e-06,0,0.95,0.01,val,1.0247894977055694e-08,False,512,backprop,True,STL
179,2.839345597749343e-06,0,0.95,0.01,val,3.217547339673388e-09,False,1024,backprop,True,STL
180,0.0309127289801836,0,0.99,1.0,val,0.01006233785301447,True,32,backprop,True,PT+FT
181,0.0309127289801836,0,0.99,1.0,val,0.0021291731391102076,True,64,backprop,True,PT+FT
182,0.0309127289801836,0,0.99,1.0,val,1.9166169295203872e-05,True,128,backprop,True,PT+FT
183,0.0309127289801836,0,0.99,1.0,val,6.17852094819682e-07,True,256,backprop,True,PT+FT
184,0.0309127289801836,0,0.99,1.0,val,1.4026799988187122e-07,True,512,backprop,True,PT+FT
185,0.0309127289801836,0,0.99,1.0,val,5.0596980827322113e-08,True,1024,backprop,True,PT+FT
186,0.0309127289801836,0,0.99,1.0,val,0.0309127289801836,False,32,backprop,True,STL
187,0.0309127289801836,0,0.99,1.0,val,0.017297515645623207,False,64,backprop,True,STL
188,0.0309127289801836,0,0.99,1.0,val,0.004747561179101467,False,128,backprop,True,STL
189,0.0309127289801836,0,0.99,1.0,val,0.0004884919035248458,False,256,backprop,True,STL
190,0.0309127289801836,0,0.99,1.0,val,1.3050557754468173e-05,False,512,backprop,True,STL
191,0.0309127289801836,0,0.99,1.0,val,3.2893049706217425e-07,False,1024,backprop,True,STL
192,0.007661815732717514,0,0.99,0.5,val,0.0013890302507206798,True,32,backprop,True,PT+FT
193,0.007661815732717514,0,0.99,0.5,val,0.00020461306849028915,True,64,backprop,True,PT+FT
194,0.007661815732717514,0,0.99,0.5,val,3.6473966247285716e-06,True,128,backprop,True,PT+FT
195,0.007661815732717514,0,0.99,0.5,val,1.619091847260279e-07,True,256,backprop,True,PT+FT
196,0.007661815732717514,0,0.99,0.5,val,4.6425913780012706e-08,True,512,backprop,True,PT+FT
197,0.007661815732717514,0,0.99,0.5,val,1.6329364527223333e-08,True,1024,backprop,True,PT+FT
198,0.007661815732717514,0,0.99,0.5,val,0.007661815732717514,False,32,backprop,True,STL
199,0.007661815732717514,0,0.99,0.5,val,0.004136502742767334,False,64,backprop,True,STL
200,0.007661815732717514,0,0.99,0.5,val,0.0012025298783555627,False,128,backprop,True,STL
201,0.007661815732717514,0,0.99,0.5,val,0.00011038243974326178,False,256,backprop,True,STL
202,0.007661815732717514,0,0.99,0.5,val,3.863389792968519e-06,False,512,backprop,True,STL
