,Unnamed: 0,value,variable,layer,rs,n_samples,scaling
0,0,3.295665502713221,ENSD,0,5,500,0.125
1,1,3.326933243648574,PR Pre,0,5,500,0.125
2,2,3.2997821448032445,PR Post,0,5,500,0.125
3,3,0.3002021312713623,Overlap,0,5,500,0.125
4,4,2.9500829582098427,ENSD,1,5,500,0.125
5,5,3.057063416530962,PR Pre,1,5,500,0.125
6,6,2.926645866237411,PR Post,1,5,500,0.125
7,7,0.3297308683395386,Overlap,1,5,500,0.125
8,8,2.975252611005049,ENSD,2,5,500,0.125
9,9,3.37077307594943,PR Pre,2,5,500,0.125
10,10,2.897038184826999,PR Post,2,5,500,0.125
11,11,0.3046773076057434,Overlap,2,5,500,0.125
12,12,2.0622838748633616,ENSD,3,5,500,0.125
13,13,3.285194248781188,PR Pre,3,5,500,0.125
14,14,2.5066370043555937,PR Post,3,5,500,0.125
15,15,0.2504355311393738,Overlap,3,5,500,0.125
16,16,2.6020827750530016,ENSD,4,5,500,0.125
17,17,6.759816656889227,PR Pre,4,5,500,0.125
18,18,2.070730139366132,PR Post,4,5,500,0.125
19,19,0.1858928501605987,Overlap,4,5,500,0.125
20,20,2.6020827750530016,ENSD,5,5,500,0.125
21,21,6.759816656889227,PR Pre,5,5,500,0.125
22,22,2.070730139366132,PR Post,5,5,500,0.125
23,23,0.1858928501605987,Overlap,5,5,500,0.125
24,24,0.0686998298574584,ENSD,6,5,500,0.125
25,25,19.029062124644263,PR Pre,6,5,500,0.125
26,26,1.004729843190604,PR Post,6,5,500,0.125
27,27,0.0035932627506554,Overlap,6,5,500,0.125
0,0,2.817737334222908,ENSD,0,20,10,0.25
1,1,2.815203885290434,PR Pre,0,20,10,0.25
2,2,2.8307584841958606,PR Post,0,20,10,0.25
3,3,0.353580117225647,Overlap,0,20,10,0.25
4,4,2.820496535186407,ENSD,1,20,10,0.25
5,5,2.829623249333155,PR Pre,1,20,10,0.25
6,6,2.830944966949392,PR Post,1,20,10,0.25
7,7,0.352099597454071,Overlap,1,20,10,0.25
8,8,3.293313252040985,ENSD,2,20,10,0.25
9,9,3.354491466220192,PR Pre,2,20,10,0.25
10,10,3.292545053337091,PR Post,2,20,10,0.25
11,11,0.2981773316860199,Overlap,2,20,10,0.25
12,12,3.240262274512488,ENSD,3,20,10,0.25
13,13,3.397396287799521,PR Pre,3,20,10,0.25
14,14,3.256662124441442,PR Post,3,20,10,0.25
15,15,0.2928608059883117,Overlap,3,20,10,0.25
16,16,6.613237774006468,ENSD,4,20,10,0.25
17,17,6.901494526582441,PR Pre,4,20,10,0.25
18,18,6.692490750673623,PR Post,4,20,10,0.25
19,19,0.1431802809238433,Overlap,4,20,10,0.25
20,20,6.613237774006468,ENSD,5,20,10,0.25
21,21,6.901494526582441,PR Pre,5,20,10,0.25
22,22,6.692490750673623,PR Post,5,20,10,0.25
23,23,0.1431802809238433,Overlap,5,20,10,0.25
24,24,2.658200048820061,ENSD,6,20,10,0.25
25,25,20.36253917697505,PR Pre,6,20,10,0.25
26,26,4.176368497304316,PR Post,6,20,10,0.25
27,27,0.0312576927244663,Overlap,6,20,10,0.25
0,0,2.95222165884327,ENSD,0,17,20,0.25
1,1,2.9548302672028983,PR Pre,0,17,20,0.25
2,2,2.957045304509554,PR Post,0,17,20,0.25
3,3,0.3378768563270569,Overlap,0,17,20,0.25
4,4,3.053664361255432,ENSD,1,17,20,0.25
5,5,3.0544222510986048,PR Pre,1,17,20,0.25
6,6,3.066255644638363,PR Post,1,17,20,0.25
7,7,0.3260497450828552,Overlap,1,17,20,0.25
8,8,3.5421135177376057,ENSD,2,17,20,0.25
9,9,3.569360317891728,PR Pre,2,17,20,0.25
10,10,3.555110280741391,PR Post,2,17,20,0.25
11,11,0.2791380286216736,Overlap,2,17,20,0.25
12,12,3.1233719598035665,ENSD,3,17,20,0.25
13,13,3.228314437280019,PR Pre,3,17,20,0.25
14,14,3.177397039170395,PR Post,3,17,20,0.25
15,15,0.3044923543930053,Overlap,3,17,20,0.25
16,16,6.486030346317579,ENSD,4,17,20,0.25
17,17,6.923253747064325,PR Pre,4,17,20,0.25
18,18,6.55369600140627,PR Post,4,17,20,0.25
19,19,0.1429494321346283,Overlap,4,17,20,0.25
20,20,6.486030346317579,ENSD,5,17,20,0.25
21,21,6.923253747064325,PR Pre,5,17,20,0.25
22,22,6.55369600140627,PR Post,5,17,20,0.25
23,23,0.1429494321346283,Overlap,5,17,20,0.25
24,24,2.03162803340944,ENSD,6,17,20,0.25
25,25,20.46881528864688,PR Pre,6,17,20,0.25
26,26,3.877628277362068,PR Post,6,17,20,0.25
27,27,0.0255967788398265,Overlap,6,17,20,0.25
0,0,2.95721808285782,ENSD,0,19,20,0.5
1,1,2.961271856683136,PR Pre,0,19,20,0.5
2,2,2.956338050133416,PR Post,0,19,20,0.5
3,3,0.3377932608127594,Overlap,0,19,20,0.5
4,4,3.063070174832086,ENSD,1,19,20,0.5
5,5,3.0711943363490217,PR Pre,1,19,20,0.5
6,6,3.0629347674676954,PR Post,1,19,20,0.5
7,7,0.3256206214427948,Overlap,1,19,20,0.5
8,8,3.5396564630898704,ENSD,2,19,20,0.5
9,9,3.569797776123558,PR Pre,2,19,20,0.5
10,10,3.537890441102432,PR Post,2,19,20,0.5
11,11,0.2802677452564239,Overlap,2,19,20,0.5
12,12,3.497109391873137,ENSD,3,19,20,0.5
13,13,3.580485675947489,PR Pre,3,19,20,0.5
14,14,3.5024979796750526,PR Post,3,19,20,0.5
15,15,0.2788620293140411,Overlap,3,19,20,0.5
16,16,6.863008655033718,ENSD,4,19,20,0.5
17,17,6.88283851315499,PR Pre,4,19,20,0.5
18,18,6.881647832998555,PR Post,4,19,20,0.5
19,19,0.1448953747749328,Overlap,4,19,20,0.5
20,20,6.863008655033718,ENSD,5,19,20,0.5
21,21,6.88283851315499,PR Pre,5,19,20,0.5
22,22,6.881647832998555,PR Post,5,19,20,0.5
23,23,0.1448953747749328,Overlap,5,19,20,0.5
24,24,20.499144844749267,ENSD,6,19,20,0.5
25,25,22.34973007356786,PR Pre,6,19,20,0.5
26,26,21.88412373426829,PR Post,6,19,20,0.5
27,27,0.0419116057455539,Overlap,6,19,20,0.5
0,0,2.806155818152256,ENSD,0,29,1000,0.5
1,1,2.8020277490235634,PR Pre,0,29,1000,0.5
2,2,2.8144983129499983,PR Post,0,29,1000,0.5
3,3,0.3558265566825866,Overlap,0,29,1000,0.5
4,4,3.02231732954066,ENSD,1,29,1000,0.5
5,5,3.0358292726751923,PR Pre,1,29,1000,0.5
6,6,3.022931061230277,PR Post,1,29,1000,0.5
7,7,0.3293324112892151,Overlap,1,29,1000,0.5
8,8,3.5428935439285287,ENSD,2,29,1000,0.5
9,9,3.600248582837484,PR Pre,2,29,1000,0.5
10,10,3.5429809777082486,PR Post,2,29,1000,0.5
11,11,0.2777517437934875,Overlap,2,29,1000,0.5
12,12,3.278607527383043,ENSD,3,29,1000,0.5
13,13,3.378888632442794,PR Pre,3,29,1000,0.5
14,14,3.3565656355485274,PR Post,3,29,1000,0.5
15,15,0.2890815734863281,Overlap,3,29,1000,0.5
16,16,5.520238684140139,ENSD,4,29,1000,0.5
17,17,6.905647765047179,PR Pre,4,29,1000,0.5
18,18,5.504303452276201,PR Post,4,29,1000,0.5
19,19,0.145228236913681,Overlap,4,29,1000,0.5
20,20,5.520238684140139,ENSD,5,29,1000,0.5
21,21,6.905647765047179,PR Pre,5,29,1000,0.5
22,22,5.504303452276201,PR Post,5,29,1000,0.5
23,23,0.145228236913681,Overlap,5,29,1000,0.5
24,24,3.53359419465141,ENSD,6,29,1000,0.5
25,25,20.591320570037297,PR Pre,6,29,1000,0.5
26,26,2.942263233678756,PR Post,6,29,1000,0.5
27,27,0.0583244897425174,Overlap,6,29,1000,0.5
0,0,3.101674402030635,ENSD,0,27,200,2.0
1,1,3.1011077116903434,PR Pre,0,27,200,2.0
2,2,3.103735978149674,PR Post,0,27,200,2.0
3,3,0.3222512304782867,Overlap,0,27,200,2.0
4,4,3.0957576003502028,ENSD,1,27,200,2.0
5,5,3.097752907117908,PR Pre,1,27,200,2.0
6,6,3.0967164740003468,PR Post,1,27,200,2.0
7,7,0.3227146863937378,Overlap,1,27,200,2.0
8,8,3.6265633508905983,ENSD,2,27,200,2.0
9,9,3.6332034179001775,PR Pre,2,27,200,2.0
10,10,3.6299458782189062,PR Post,2,27,200,2.0
11,11,0.2749827206134796,Overlap,2,27,200,2.0
12,12,3.4802530035752843,ENSD,3,27,200,2.0
13,13,3.500280976498431,PR Pre,3,27,200,2.0
14,14,3.4813297734041706,PR Post,3,27,200,2.0
15,15,0.2856029868125915,Overlap,3,27,200,2.0
16,16,6.893570796390071,ENSD,4,27,200,2.0
17,17,6.894734495317645,PR Pre,4,27,200,2.0
18,18,6.906517656531859,PR Post,4,27,200,2.0
19,19,0.1447663307189941,Overlap,4,27,200,2.0
20,20,6.893570796390071,ENSD,5,27,200,2.0
21,21,6.894734495317645,PR Pre,5,27,200,2.0
22,22,6.906517656531859,PR Post,5,27,200,2.0
23,23,0.1447663307189941,Overlap,5,27,200,2.0
24,24,22.822730481880058,ENSD,6,27,200,2.0
25,25,23.05627366896165,PR Pre,6,27,200,2.0
26,26,23.266431762215884,PR Post,6,27,200,2.0
27,27,0.0425450168550014,Overlap,6,27,200,2.0
0,0,2.9173768837543155,ENSD,0,21,50,2.0
1,1,2.915613216351149,PR Pre,0,21,50,2.0
2,2,2.919514761443618,PR Post,0,21,50,2.0
3,3,0.3427298665046692,Overlap,0,21,50,2.0
4,4,2.924072005695691,ENSD,1,21,50,2.0
5,5,2.9240545135599825,PR Pre,1,21,50,2.0
6,6,2.9246811385139804,PR Post,1,21,50,2.0
7,7,0.3419196605682373,Overlap,1,21,50,2.0
8,8,3.457488938306956,ENSD,2,21,50,2.0
9,9,3.4592058299153177,PR Pre,2,21,50,2.0
10,10,3.457321118598065,PR Post,2,21,50,2.0
11,11,0.2890977263450622,Overlap,2,21,50,2.0
12,12,3.3480635676285777,ENSD,3,21,50,2.0
13,13,3.356773089175252,PR Pre,3,21,50,2.0
14,14,3.3429348748721903,PR Post,3,21,50,2.0
15,15,0.2983621954917907,Overlap,3,21,50,2.0
16,16,6.893387728239846,ENSD,4,21,50,2.0
17,17,6.896830466850668,PR Pre,4,21,50,2.0
18,18,6.8928387318564335,PR Post,4,21,50,2.0
19,19,0.1450056880712509,Overlap,4,21,50,2.0
20,20,6.893387728239846,ENSD,5,21,50,2.0
21,21,6.896830466850668,PR Pre,5,21,50,2.0
22,22,6.8928387318564335,PR Post,5,21,50,2.0
23,23,0.1450056880712509,Overlap,5,21,50,2.0
24,24,22.399614716087846,ENSD,6,21,50,2.0
25,25,22.45940011864101,PR Pre,6,21,50,2.0
26,26,22.46246966942815,PR Post,6,21,50,2.0
27,27,0.0444001965224742,Overlap,6,21,50,2.0
0,0,2.852478924468304,ENSD,0,22,10,0.5
1,1,2.8648225679609656,PR Pre,0,22,10,0.5
2,2,2.850918443745172,PR Post,0,22,10,0.5
3,3,0.3492528200149536,Overlap,0,22,10,0.5
4,4,2.962382583930745,ENSD,1,22,10,0.5
5,5,2.9701657708956537,PR Pre,1,22,10,0.5
6,6,2.972746395500592,PR Post,1,22,10,0.5
7,7,0.3355077803134918,Overlap,1,22,10,0.5
8,8,3.3296595637418647,ENSD,2,22,10,0.5
9,9,3.349919183266793,PR Pre,2,22,10,0.5
10,10,3.353332612453721,PR Post,2,22,10,0.5
11,11,0.2964072823524475,Overlap,2,22,10,0.5
12,12,3.307275388780093,ENSD,3,22,10,0.5
13,13,3.380088438834071,PR Pre,3,22,10,0.5
14,14,3.3525857264439365,PR Post,3,22,10,0.5
15,15,0.2918518185615539,Overlap,3,22,10,0.5
16,16,6.787811889086318,ENSD,4,22,10,0.5
17,17,6.871627395191073,PR Pre,4,22,10,0.5
18,18,6.802930043488398,PR Post,4,22,10,0.5
19,19,0.1452025324106216,Overlap,4,22,10,0.5
20,20,6.787811889086318,ENSD,5,22,10,0.5
21,21,6.871627395191073,PR Pre,5,22,10,0.5
22,22,6.802930043488398,PR Post,5,22,10,0.5
23,23,0.1452025324106216,Overlap,5,22,10,0.5
24,24,14.143299866170995,ENSD,6,22,10,0.5
25,25,18.197423994259005,PR Pre,6,22,10,0.5
26,26,14.079455123625834,PR Post,6,22,10,0.5
27,27,0.0552020221948623,Overlap,6,22,10,0.5
0,0,2.881781366755704,ENSD,0,10,100,2.0
1,1,2.8807401468305183,PR Pre,0,10,100,2.0
2,2,2.8834937106031866,PR Post,0,10,100,2.0
3,3,0.3469268679618835,Overlap,0,10,100,2.0
4,4,2.968266094283916,ENSD,1,10,100,2.0
5,5,2.9671976439578027,PR Pre,1,10,100,2.0
6,6,2.9703923277499498,PR Post,1,10,100,2.0
7,7,0.3367770910263061,Overlap,1,10,100,2.0
8,8,3.5080071057119637,ENSD,2,10,100,2.0
9,9,3.51065486879732,PR Pre,2,10,100,2.0
10,10,3.508527995191808,PR Post,2,10,100,2.0
11,11,0.2848048508167267,Overlap,2,10,100,2.0
12,12,3.3415605875145578,ENSD,3,10,100,2.0
13,13,3.347744392221209,PR Pre,3,10,100,2.0
14,14,3.342515020404081,PR Post,3,10,100,2.0
15,15,0.2986232936382293,Overlap,3,10,100,2.0
16,16,6.930155452159981,ENSD,4,10,100,2.0
17,17,6.939533623597089,PR Pre,4,10,100,2.0
18,18,6.929829402060483,PR Post,4,10,100,2.0
19,19,0.1441086828708648,Overlap,4,10,100,2.0
20,20,6.930155452159981,ENSD,5,10,100,2.0
21,21,6.939533623597089,PR Pre,5,10,100,2.0
22,22,6.929829402060483,PR Post,5,10,100,2.0
23,23,0.1441086828708648,Overlap,5,10,100,2.0
24,24,18.44357889268368,ENSD,6,10,100,2.0
25,25,18.39901245196113,PR Pre,6,10,100,2.0
26,26,18.90439874965748,PR Post,6,10,100,2.0
27,27,0.053025871515274,Overlap,6,10,100,2.0
0,0,2.652945130403749,ENSD,0,30,500,0.125
1,1,2.6871501660047343,PR Pre,0,30,500,0.125
2,2,2.6702142804905287,PR Post,0,30,500,0.125
3,3,0.3697347044944763,Overlap,0,30,500,0.125
4,4,2.637823504444797,ENSD,1,30,500,0.125
5,5,2.7508782791794792,PR Pre,1,30,500,0.125
6,6,2.625165684361102,PR Post,1,30,500,0.125
7,7,0.3652730584144592,Overlap,1,30,500,0.125
8,8,2.703232869624579,ENSD,2,30,500,0.125
9,9,3.165916555198036,PR Pre,2,30,500,0.125
10,10,2.6533574020237816,PR Post,2,30,500,0.125
11,11,0.3218016326427459,Overlap,2,30,500,0.125
12,12,1.8661452596911632,ENSD,3,30,500,0.125
13,13,3.1745725631301718,PR Pre,3,30,500,0.125
14,14,2.349371344207293,PR Post,3,30,500,0.125
15,15,0.2502122223377228,Overlap,3,30,500,0.125
16,16,2.6221370796086223,ENSD,4,30,500,0.125
17,17,6.810245723050182,PR Pre,4,30,500,0.125
18,18,2.043242452616889,PR Post,4,30,500,0.125
19,19,0.1884398311376571,Overlap,4,30,500,0.125
20,20,2.6221370796086223,ENSD,5,30,500,0.125
21,21,6.810245723050182,PR Pre,5,30,500,0.125
22,22,2.043242452616889,PR Post,5,30,500,0.125
23,23,0.1884398311376571,Overlap,5,30,500,0.125
24,24,0.0649072765568514,ENSD,6,30,500,0.125
25,25,15.6177413148284,PR Pre,6,30,500,0.125
26,26,1.0037576569432318,PR Post,6,30,500,0.125
27,27,0.0041404380463063,Overlap,6,30,500,0.125
0,0,2.998687281667104,ENSD,0,12,200,0.5
1,1,3.008017481668981,PR Pre,0,12,200,0.5
2,2,2.996095678816678,PR Post,0,12,200,0.5
3,3,0.3327324390411377,Overlap,0,12,200,0.5
4,4,2.856449293362168,ENSD,1,12,200,0.5
5,5,2.878831858273451,PR Pre,1,12,200,0.5
6,6,2.855409098420908,PR Post,1,12,200,0.5
7,7,0.3474896550178528,Overlap,1,12,200,0.5
8,8,3.277736898733508,ENSD,2,12,200,0.5
9,9,3.3392149492680523,PR Pre,2,12,200,0.5
10,10,3.2887129128982555,PR Post,2,12,200,0.5
11,11,0.2984721064567566,Overlap,2,12,200,0.5
12,12,3.03392115616984,ENSD,3,12,200,0.5
13,13,3.2224181560981253,PR Pre,3,12,200,0.5
14,14,3.1318236979539638,PR Post,3,12,200,0.5
15,15,0.3006249964237213,Overlap,3,12,200,0.5
16,16,5.340753825116496,ENSD,4,12,200,0.5
17,17,6.910303127657977,PR Pre,4,12,200,0.5
18,18,5.24720894738159,PR Post,4,12,200,0.5
19,19,0.1472913026809692,Overlap,4,12,200,0.5
20,20,5.340753825116496,ENSD,5,12,200,0.5
21,21,6.910303127657977,PR Pre,5,12,200,0.5
22,22,5.24720894738159,PR Post,5,12,200,0.5
23,23,0.1472913026809692,Overlap,5,12,200,0.5
24,24,3.199071462574192,ENSD,6,12,200,0.5
25,25,15.367314954838657,PR Pre,6,12,200,0.5
26,26,3.131308552024009,PR Post,6,12,200,0.5
27,27,0.0664813891053199,Overlap,6,12,200,0.5
0,0,3.100732961569601,ENSD,0,27,10,1.0
1,1,3.101103902753354,PR Pre,0,27,10,1.0
2,2,3.103438044590762,PR Post,0,27,10,1.0
3,3,0.3221847414970398,Overlap,0,27,10,1.0
4,4,3.099214503332507,ENSD,1,27,10,1.0
5,5,3.097758626833737,PR Pre,1,27,10,1.0
6,6,3.1063064604314445,PR Post,1,27,10,1.0
7,7,0.3220770359039306,Overlap,1,27,10,1.0
8,8,3.6216498809168582,ENSD,2,27,10,1.0
9,9,3.633198303764124,PR Pre,2,27,10,1.0
10,10,3.622072661594348,PR Post,2,27,10,1.0
11,11,0.2752074599266052,Overlap,2,27,10,1.0
12,12,3.4867555048423124,ENSD,3,27,10,1.0
13,13,3.5002747691792853,PR Pre,3,27,10,1.0
14,14,3.497847570281292,PR Post,3,27,10,1.0
15,15,0.2847858965396881,Overlap,3,27,10,1.0
16,16,6.89573333713531,ENSD,4,27,10,1.0
17,17,6.894708994382839,PR Pre,4,27,10,1.0
18,18,6.914232597856438,PR Post,4,27,10,1.0
19,19,0.1446506977081298,Overlap,4,27,10,1.0
20,20,6.89573333713531,ENSD,5,27,10,1.0
21,21,6.894708994382839,PR Pre,5,27,10,1.0
22,22,6.914232597856438,PR Post,5,27,10,1.0
23,23,0.1446506977081298,Overlap,5,27,10,1.0
24,24,22.2465905382886,ENSD,6,27,10,1.0
25,25,23.04018281395055,PR Pre,6,27,10,1.0
26,26,22.267095967692413,PR Post,6,27,10,1.0
27,27,0.0433624647557735,Overlap,6,27,10,1.0
0,0,3.10456936414151,ENSD,0,8,10,1.0
1,1,3.099635261301228,PR Pre,0,8,10,1.0
2,2,3.1124680689505677,PR Post,0,8,10,1.0
3,3,0.3217998743057251,Overlap,0,8,10,1.0
4,4,3.015958432015739,ENSD,1,8,10,1.0
5,5,3.012390646932054,PR Pre,1,8,10,1.0
6,6,3.0223486446939565,PR Post,1,8,10,1.0
7,7,0.3312603831291199,Overlap,1,8,10,1.0
8,8,3.4576473269507697,ENSD,2,8,10,1.0
9,9,3.465665216547063,PR Pre,2,8,10,1.0
10,10,3.455961102235221,PR Post,2,8,10,1.0
11,11,0.28868567943573,Overlap,2,8,10,1.0
12,12,3.5067368226582207,ENSD,3,8,10,1.0
13,13,3.519868580956512,PR Pre,3,8,10,1.0
14,14,3.509385188815545,PR Post,3,8,10,1.0
15,15,0.28388711810112,Overlap,3,8,10,1.0
16,16,6.883729417538956,ENSD,4,8,10,1.0
17,17,6.888564522440205,PR Pre,4,8,10,1.0
18,18,6.888877300590923,PR Post,4,8,10,1.0
19,19,0.1450596451759338,Overlap,4,8,10,1.0
20,20,6.883729417538956,ENSD,5,8,10,1.0
21,21,6.888564522440205,PR Pre,5,8,10,1.0
22,22,6.888877300590923,PR Post,5,8,10,1.0
23,23,0.1450596451759338,Overlap,5,8,10,1.0
24,24,20.76193540450602,ENSD,6,8,10,1.0
25,25,21.112436415436736,PR Pre,6,8,10,1.0
26,26,20.874749121941672,PR Post,6,8,10,1.0
27,27,0.0471094697713851,Overlap,6,8,10,1.0
0,0,2.5503089955146407,ENSD,0,4,500,1.0
1,1,2.552031715548795,PR Pre,0,4,500,1.0
2,2,2.551023577999807,PR Post,0,4,500,1.0
3,3,0.3917348980903625,Overlap,0,4,500,1.0
4,4,2.665462152439542,ENSD,1,4,500,1.0
5,5,2.668663884305209,PR Pre,1,4,500,1.0
6,6,2.668497918409146,PR Post,1,4,500,1.0
7,7,0.3742930591106415,Overlap,1,4,500,1.0
8,8,3.21450942158381,ENSD,2,4,500,1.0
9,9,3.222700798644013,PR Pre,2,4,500,1.0
10,10,3.225344417440359,PR Post,2,4,500,1.0
11,11,0.3092563450336456,Overlap,2,4,500,1.0
12,12,3.151605378837242,ENSD,3,4,500,1.0
13,13,3.1751009581860843,PR Pre,3,4,500,1.0
14,14,3.1802884932077347,PR Post,3,4,500,1.0
15,15,0.3121100664138794,Overlap,3,4,500,1.0
16,16,6.678139880166131,ENSD,4,4,500,1.0
17,17,6.837971348910938,PR Pre,4,4,500,1.0
18,18,6.729631114506346,PR Post,4,4,500,1.0
19,19,0.1451232433319091,Overlap,4,4,500,1.0
20,20,6.678139880166131,ENSD,5,4,500,1.0
21,21,6.837971348910938,PR Pre,5,4,500,1.0
22,22,6.729631114506346,PR Post,5,4,500,1.0
23,23,0.1451232433319091,Overlap,5,4,500,1.0
24,24,12.638591693647475,ENSD,6,4,500,1.0
25,25,19.519624923620707,PR Pre,6,4,500,1.0
26,26,12.862266467350253,PR Post,6,4,500,1.0
27,27,0.0503395944833755,Overlap,6,4,500,1.0
0,0,2.7101409737285453,ENSD,0,25,100,0.5
1,1,2.713582009103653,PR Pre,0,25,100,0.5
2,2,2.708616614114605,PR Post,0,25,100,0.5
3,3,0.36872398853302,Overlap,0,25,100,0.5
4,4,2.756312387011242,ENSD,1,25,100,0.5
5,5,2.7604015356501894,PR Pre,1,25,100,0.5
6,6,2.757931313484659,PR Post,1,25,100,0.5
7,7,0.3620534837245941,Overlap,1,25,100,0.5
8,8,3.292314586685257,ENSD,2,25,100,0.5
9,9,3.3009432368762144,PR Pre,2,25,100,0.5
10,10,3.3067082038212736,PR Post,2,25,100,0.5
11,11,0.3016250431537628,Overlap,2,25,100,0.5
12,12,3.291393369887073,ENSD,3,25,100,0.5
13,13,3.3365622614747665,PR Pre,3,25,100,0.5
14,14,3.324221776651511,PR Post,3,25,100,0.5
15,15,0.2967498898506164,Overlap,3,25,100,0.5
16,16,6.81875647397357,ENSD,4,25,100,0.5
17,17,6.942932392116064,PR Pre,4,25,100,0.5
18,18,6.889991735155364,PR Post,4,25,100,0.5
19,19,0.142542228102684,Overlap,4,25,100,0.5
20,20,6.81875647397357,ENSD,5,25,100,0.5
21,21,6.942932392116064,PR Pre,5,25,100,0.5
22,22,6.889991735155364,PR Post,5,25,100,0.5
23,23,0.142542228102684,Overlap,5,25,100,0.5
24,24,12.767645128086984,ENSD,6,25,100,0.5
25,25,21.472879029093267,PR Pre,6,25,100,0.5
26,26,13.383092984655748,PR Post,6,25,100,0.5
27,27,0.0444287434220314,Overlap,6,25,100,0.5
0,0,2.84847233207178,ENSD,0,18,10,2.0
1,1,2.846305711725892,PR Pre,0,18,10,2.0
2,2,2.851091547811816,PR Post,0,18,10,2.0
3,3,0.3510098457336426,Overlap,0,18,10,2.0
4,4,2.933075857844237,ENSD,1,18,10,2.0
5,5,2.9319797153026155,PR Pre,1,18,10,2.0
6,6,2.935090154409961,PR Post,1,18,10,2.0
7,7,0.3408324122428894,Overlap,1,18,10,2.0
8,8,3.5584957523947414,ENSD,2,18,10,2.0
9,9,3.5588930133361845,PR Pre,2,18,10,2.0
10,10,3.559951323692155,PR Post,2,18,10,2.0
11,11,0.2808713614940643,Overlap,2,18,10,2.0
12,12,3.381457943785044,ENSD,3,18,10,2.0
13,13,3.379752747587573,PR Pre,3,18,10,2.0
14,14,3.385862465563112,PR Post,3,18,10,2.0
15,15,0.2954947352409363,Overlap,3,18,10,2.0
16,16,6.8970633874663765,ENSD,4,18,10,2.0
17,17,6.903020120213988,PR Pre,4,18,10,2.0
18,18,6.893152377915901,PR Post,4,18,10,2.0
19,19,0.1449463218450546,Overlap,4,18,10,2.0
20,20,6.8970633874663765,ENSD,5,18,10,2.0
21,21,6.903020120213988,PR Pre,5,18,10,2.0
22,22,6.893152377915901,PR Post,5,18,10,2.0
23,23,0.1449463218450546,Overlap,5,18,10,2.0
24,24,19.421018302262052,ENSD,6,18,10,2.0
25,25,19.29435654955806,PR Pre,6,18,10,2.0
26,26,19.624913622306867,PR Post,6,18,10,2.0
27,27,0.0512901470065116,Overlap,6,18,10,2.0
0,0,2.5459629849905405,ENSD,0,4,200,0.25
1,1,2.5520014365375974,PR Pre,0,4,200,0.25
2,2,2.546422175585746,PR Post,0,4,200,0.25
3,3,0.3917786478996277,Overlap,0,4,200,0.25
4,4,2.6510201080872777,ENSD,1,4,200,0.25
5,5,2.668082670853612,PR Pre,1,4,200,0.25
6,6,2.6569770682883567,PR Post,1,4,200,0.25
7,7,0.3739606738090515,Overlap,1,4,200,0.25
8,8,3.144269709929154,ENSD,2,4,200,0.25
9,9,3.222653442631044,PR Pre,2,4,200,0.25
10,10,3.1630458738496943,PR Post,2,4,200,0.25
11,11,0.3084613084793091,Overlap,2,4,200,0.25
12,12,2.8895063274718797,ENSD,3,4,200,0.25
13,13,3.173287306096853,PR Pre,3,4,200,0.25
14,14,3.0857693584564623,PR Post,3,4,200,0.25
15,15,0.2950874865055084,Overlap,3,4,200,0.25
16,16,3.607747391600226,ENSD,4,4,200,0.25
17,17,6.831218310540165,PR Pre,4,4,200,0.25
18,18,3.333210684732832,PR Post,4,4,200,0.25
19,19,0.1584437787532806,Overlap,4,4,200,0.25
20,20,3.607747391600226,ENSD,5,4,200,0.25
21,21,6.831218310540165,PR Pre,5,4,200,0.25
22,22,3.333210684732832,PR Post,5,4,200,0.25
23,23,0.1584437787532806,Overlap,5,4,200,0.25
24,24,0.520657171633536,ENSD,6,4,200,0.25
25,25,19.427679701299077,PR Pre,6,4,200,0.25
26,26,1.2023640203137986,PR Post,6,4,200,0.25
27,27,0.0222892239689826,Overlap,6,4,200,0.25
0,0,2.7153742240902976,ENSD,0,7,100,0.25
1,1,2.7218114763021157,PR Pre,0,7,100,0.25
2,2,2.712177158159261,PR Post,0,7,100,0.25
3,3,0.3678354620933532,Overlap,0,7,100,0.25
4,4,2.878375181498588,ENSD,1,7,100,0.25
5,5,2.884792232121594,PR Pre,1,7,100,0.25
6,6,2.8824043309899747,PR Post,1,7,100,0.25
7,7,0.3461608588695526,Overlap,1,7,100,0.25
8,8,3.319005988112665,ENSD,2,7,100,0.25
9,9,3.363137048626142,PR Pre,2,7,100,0.25
10,10,3.332407599229566,PR Post,2,7,100,0.25
11,11,0.2961456477642059,Overlap,2,7,100,0.25
12,12,3.105221275067487,ENSD,3,7,100,0.25
13,13,3.3411860251122434,PR Pre,3,7,100,0.25
14,14,3.2255301354976296,PR Post,3,7,100,0.25
15,15,0.2881315350532532,Overlap,3,7,100,0.25
16,16,4.059931043375378,ENSD,4,7,100,0.25
17,17,6.924734893074051,PR Pre,4,7,100,0.25
18,18,3.812508443505577,PR Post,4,7,100,0.25
19,19,0.1537817120552063,Overlap,4,7,100,0.25
20,20,4.059931043375378,ENSD,5,7,100,0.25
21,21,6.924734893074051,PR Pre,5,7,100,0.25
22,22,3.812508443505577,PR Post,5,7,100,0.25
23,23,0.1537817120552063,Overlap,5,7,100,0.25
24,24,0.650393207589725,ENSD,6,7,100,0.25
25,25,18.651139441877923,PR Pre,6,7,100,0.25
26,26,1.3027922040961522,PR Post,6,7,100,0.25
