,train,valid,rs,mode,n_samples,scaling,train_aux
0,1.0,0.805,39,multitask,200,,0.11683673469387755
0,0.998,0.83,6,singletask,500,,
0,1.0,0.77,12,finetuning,10,0.25,
0,1.0,0.735,33,multitask,20,,0.08981632653061225
0,0.998,0.895,1,finetuning,500,0.25,
0,0.998,0.75,44,singletask,500,,
0,1.0,0.625,25,finetuning,50,2.0,
0,1.0,0.875,7,finetuning,100,0.25,
0,1.0,0.835,17,singletask,1000,,
0,1.0,0.625,2,finetuning,50,0.5,
0,1.0,0.805,18,singletask,50,,
0,1.0,0.73,7,multitask,10,,0.08579591836734694
0,0.995,0.77,2,finetuning,200,0.125,
0,1.0,0.76,28,finetuning,100,0.25,
0,1.0,0.79,7,finetuning,50,0.25,
0,0.998,0.85,17,finetuning,1000,0.125,
0,0.999,0.925,23,finetuning,1000,0.25,
0,1.0,0.66,25,singletask,100,,
0,1.0,0.555,27,multitask,10,,0.10132653061224489
0,1.0,0.75,6,finetuning,10,0.5,
0,1.0,0.58,21,finetuning,10,2.0,
0,1.0,0.835,8,finetuning,50,1.0,
0,1.0,0.7,10,multitask,20,,0.08342857142857144
0,1.0,0.83,21,finetuning,50,0.125,
0,0.998,0.89,43,multitask,500,,0.27183673469387754
0,1.0,0.675,3,finetuning,10,2.0,
0,1.0,0.545,24,finetuning,10,0.5,
0,1.0,0.52,27,finetuning,10,0.125,
0,0.997,0.91,39,singletask,1000,,
0,1.0,0.775,8,finetuning,10,0.125,
0,1.0,0.755,13,singletask,500,,
0,1.0,0.89,30,multitask,100,,0.09416326530612244
0,1.0,0.705,20,finetuning,50,0.5,
0,1.0,0.87,7,finetuning,50,2.0,
0,1.0,0.68,6,finetuning,20,0.25,
0,1.0,0.775,10,finetuning,200,0.125,
0,1.0,0.805,22,finetuning,50,0.25,
0,1.0,0.815,8,singletask,200,,
0,1.0,0.86,4,finetuning,20,1.0,
0,1.0,0.685,22,singletask,10,,
0,1.0,0.905,18,finetuning,100,2.0,
0,1.0,0.835,5,finetuning,200,0.25,
0,0.999,0.97,3,finetuning,1000,1.0,
0,0.998,0.86,24,finetuning,1000,2.0,
0,1.0,0.66,24,multitask,50,,0.10018367346938775
0,0.998,0.985,12,multitask,500,,0.24261224489795918
0,1.0,0.925,8,finetuning,200,1.0,
0,1.0,0.875,7,multitask,200,,0.13826530612244897
0,0.52,0.5,4,multitask,50,,0.009408163265306123
0,1.0,0.745,6,singletask,20,,
0,1.0,0.705,20,singletask,50,,
0,1.0,0.965,0,multitask,500,,0.23838775510204083
0,1.0,0.775,8,multitask,20,,0.09342857142857143
0,1.0,0.635,19,finetuning,50,0.25,
0,1.0,0.89,15,multitask,200,,0.11697959183673469
0,1.0,0.895,30,singletask,100,,
0,1.0,0.91,14,singletask,20,,
0,0.998,0.96,0,finetuning,500,0.125,
0,1.0,0.645,24,multitask,100,,0.10748979591836735
0,1.0,0.78,24,finetuning,200,0.5,
0,1.0,0.67,24,finetuning,20,0.125,
0,1.0,0.86,23,finetuning,100,2.0,
0,0.997,0.955,30,singletask,1000,,
0,1.0,0.805,28,multitask,20,,0.09091836734693877
0,1.0,0.855,2,finetuning,100,1.0,
0,1.0,0.83,15,finetuning,100,0.5,
0,1.0,0.99,12,finetuning,200,2.0,
0,1.0,0.885,3,finetuning,20,1.0,
0,1.0,0.85,41,multitask,50,,0.1043469387755102
0,1.0,0.725,34,singletask,50,,
0,0.998,0.965,0,finetuning,500,0.25,
0,1.0,0.935,0,finetuning,50,2.0,
0,1.0,0.915,17,finetuning,500,1.0,
0,1.0,0.57,27,finetuning,50,0.5,
0,1.0,0.83,6,finetuning,100,0.25,
0,1.0,0.565,23,finetuning,10,0.5,
0,1.0,0.875,36,singletask,200,,
0,1.0,0.735,44,multitask,200,,0.13412244897959183
0,1.0,0.72,45,singletask,20,,
0,1.0,0.775,4,finetuning,10,2.0,
0,0.999,0.945,22,multitask,1000,,0.33108163265306123
0,1.0,0.5,36,singletask,10,,
0,0.998,0.85,8,finetuning,1000,0.125,
0,0.999,0.665,27,singletask,1000,,
0,0.998,0.965,0,finetuning,500,0.5,
0,1.0,0.885,26,finetuning,10,2.0,
0,1.0,0.71,20,finetuning,50,0.125,
0,0.998,0.86,38,singletask,500,,
0,1.0,0.67,1,finetuning,10,0.5,
0,0.997,0.75,19,finetuning,1000,0.25,
0,1.0,0.935,16,finetuning,200,1.0,
0,1.0,0.725,26,finetuning,10,0.125,
0,1.0,0.555,42,multitask,10,,0.11263265306122448
0,1.0,0.85,1,finetuning,200,0.5,
0,1.0,0.59,9,finetuning,10,0.125,
0,1.0,0.71,5,finetuning,50,0.5,
0,1.0,0.91,9,multitask,1000,,0.30479591836734693
0,1.0,0.87,22,finetuning,50,2.0,
0,1.0,0.55,25,finetuning,100,0.125,
0,1.0,0.855,6,finetuning,100,2.0,
0,1.0,0.75,27,finetuning,100,1.0,
0,1.0,0.715,8,singletask,10,,
0,1.0,0.96,12,finetuning,500,0.125,
0,1.0,0.67,18,finetuning,20,0.25,
0,1.0,0.775,25,finetuning,500,0.5,
0,1.0,0.84,4,finetuning,200,0.25,
0,1.0,0.825,21,finetuning,20,1.0,
0,1.0,0.92,13,finetuning,500,2.0,
0,1.0,0.78,25,finetuning,1000,2.0,
0,0.999,0.945,2,finetuning,1000,1.0,
0,1.0,0.69,9,finetuning,20,0.5,
0,0.997,0.925,49,multitask,1000,,0.3306938775510204
0,1.0,0.965,12,finetuning,20,2.0,
0,0.88,0.695,17,finetuning,100,0.125,
0,1.0,0.53,17,finetuning,10,0.25,
0,1.0,0.58,23,finetuning,20,0.125,
0,1.0,0.815,13,singletask,1000,,
0,1.0,0.765,26,finetuning,20,0.25,
0,1.0,0.83,19,finetuning,100,1.0,
0,0.996,0.94,7,finetuning,500,0.25,
0,1.0,0.645,2,finetuning,50,0.25,
0,1.0,0.89,15,finetuning,10,1.0,
0,1.0,0.775,1,finetuning,100,0.25,
0,1.0,0.855,9,finetuning,200,2.0,
0,0.996,0.765,20,finetuning,500,0.125,
0,1.0,0.94,11,finetuning,50,1.0,
0,1.0,0.95,14,singletask,50,,
0,1.0,0.515,27,finetuning,50,0.125,
0,1.0,0.745,3,finetuning,20,0.25,
0,0.59,0.5,2,multitask,100,,0.008918367346938776
0,1.0,0.765,8,multitask,50,,0.11228571428571428
0,0.998,0.98,26,multitask,500,,0.21375510204081632
0,1.0,0.52,21,finetuning,10,0.125,
0,1.0,0.725,28,multitask,50,,0.11120408163265307
0,1.0,0.79,34,singletask,200,,
0,1.0,0.505,16,singletask,10,,
0,0.999,0.9,20,multitask,1000,,0.323
0,0.999,0.975,12,finetuning,1000,0.125,
0,1.0,0.885,8,finetuning,500,2.0,
0,1.0,0.845,41,multitask,20,,0.11938775510204082
0,1.0,0.705,8,finetuning,50,0.125,
0,1.0,0.67,34,singletask,20,,
0,1.0,0.82,32,singletask,100,,
0,1.0,0.915,35,multitask,200,,0.13879591836734695
0,1.0,0.6,47,singletask,10,,
0,1.0,0.78,5,finetuning,100,0.125,
0,1.0,0.895,3,finetuning,200,0.25,
0,1.0,0.895,5,finetuning,1000,1.0,
0,0.998,0.975,22,finetuning,1000,2.0,
0,1.0,0.7,17,finetuning,20,0.5,
0,1.0,0.705,45,singletask,50,,
0,1.0,0.805,18,finetuning,200,0.125,
0,1.0,0.575,27,finetuning,50,0.25,
0,1.0,0.81,17,finetuning,200,2.0,
0,1.0,0.775,10,multitask,50,,0.11857142857142858
0,1.0,0.785,10,finetuning,100,0.5,
0,0.65,0.62,41,multitask,100,,0.0653469387755102
0,0.999,0.92,3,finetuning,1000,0.25,
0,1.0,0.625,22,finetuning,20,0.125,
0,1.0,0.7,10,finetuning,20,0.5,
0,0.995,0.83,22,finetuning,200,0.125,
0,1.0,0.905,30,multitask,10,,0.0633469387755102
0,1.0,0.975,26,finetuning,100,2.0,
0,1.0,0.95,7,finetuning,100,1.0,
0,1.0,0.93,32,multitask,500,,0.24175510204081632
0,0.995,0.89,23,singletask,1000,,
0,0.995,0.89,21,finetuning,200,0.5,
0,0.996,0.875,8,finetuning,500,0.125,
0,0.996,0.87,6,finetuning,500,0.25,
0,1.0,0.86,5,finetuning,500,0.5,
0,0.997,0.87,34,singletask,1000,,
0,1.0,0.91,0,finetuning,100,0.25,
0,1.0,0.525,4,singletask,10,,
0,1.0,0.815,48,singletask,200,,
0,0.998,0.84,11,singletask,500,,
0,1.0,0.74,24,multitask,20,,0.0970204081632653
0,1.0,0.585,9,finetuning,10,0.25,
0,0.998,0.985,12,finetuning,500,1.0,
0,1.0,0.765,6,singletask,50,,
0,1.0,0.815,4,multitask,20,,0.12859183673469388
0,0.96,0.695,10,multitask,100,,0.08738775510204082
0,1.0,0.765,21,multitask,200,,0.10353061224489796
0,1.0,0.695,20,singletask,20,,
0,1.0,0.8,18,finetuning,10,0.5,
0,1.0,0.78,26,finetuning,50,0.125,
0,1.0,0.82,46,singletask,500,,
0,1.0,0.895,3,finetuning,100,2.0,
0,1.0,0.96,22,finetuning,100,1.0,
0,1.0,0.875,16,finetuning,50,1.0,
0,1.0,0.82,48,multitask,200,,0.123
0,1.0,0.675,49,singletask,20,,
0,1.0,0.72,13,multitask,10,,0.07051020408163265
0,1.0,0.66,20,finetuning,10,0.125,
0,1.0,0.86,4,finetuning,200,0.5,
0,1.0,0.805,38,singletask,50,,
0,1.0,0.94,13,finetuning,200,1.0,
0,1.0,0.895,12,finetuning,10,1.0,
0,1.0,0.51,27,singletask,100,,
0,1.0,0.69,19,finetuning,50,2.0,
0,1.0,0.705,33,multitask,50,,0.06569387755102041
0,1.0,0.58,9,finetuning,50,0.125,
0,0.997,0.96,35,multitask,1000,,0.29628571428571426
0,1.0,0.815,21,singletask,200,,
0,0.999,0.905,11,finetuning,1000,0.25,
0,1.0,0.815,2,finetuning,200,0.25,
0,1.0,0.88,16,finetuning,500,2.0,
0,1.0,0.58,19,singletask,100,,
0,0.999,0.92,23,finetuning,1000,2.0,
0,1.0,0.85,20,finetuning,500,0.5,
0,0.997,0.95,4,finetuning,1000,1.0,
0,1.0,0.69,19,multitask,200,,0.13355102040816327
0,1.0,0.8,18,singletask,20,,
0,0.998,0.865,4,singletask,500,,
0,1.0,0.85,28,multitask,100,,0.11444897959183674
0,1.0,0.855,15,finetuning,20,2.0,
0,1.0,0.81,18,singletask,100,,
0,0.998,0.82,5,singletask,500,,
0,0.87,0.785,38,multitask,100,,0.07191836734693878
0,1.0,0.915,6,finetuning,200,1.0,
0,1.0,0.7,27,finetuning,200,2.0,
0,1.0,0.74,20,finetuning,100,0.5,
0,0.999,0.92,18,finetuning,1000,0.5,
0,1.0,0.5,36,multitask,10,,0.05359183673469388
0,1.0,0.6,21,finetuning,20,0.125,
0,0.999,0.915,34,multitask,1000,,0.3106122448979592
0,1.0,0.8,16,finetuning,100,2.0,
0,0.995,0.75,20,singletask,200,,
0,1.0,0.85,11,finetuning,200,0.5,
0,1.0,0.78,16,multitask,50,,0.11328571428571428
0,1.0,0.98,14,finetuning,20,1.0,
0,1.0,0.75,28,singletask,50,,
0,1.0,0.825,8,finetuning,20,0.25,
0,1.0,0.74,17,finetuning,50,2.0,
0,1.0,0.71,2,multitask,20,,0.09769387755102041
0,1.0,0.915,26,singletask,100,,
0,0.998,0.835,5,finetuning,500,0.25,
0,0.997,0.87,4,singletask,1000,,
0,0.995,0.785,5,finetuning,200,0.125,
0,1.0,0.8,3,finetuning,100,0.25,
0,1.0,0.855,22,multitask,20,,0.1269183673469388
0,0.998,0.82,24,finetuning,1000,0.25,
0,1.0,0.845,47,singletask,500,,
0,1.0,0.635,13,finetuning,10,2.0,
0,1.0,0.905,3,finetuning,500,2.0,
0,0.998,0.915,22,finetuning,500,1.0,
0,1.0,0.91,18,finetuning,50,1.0,
0,0.98,0.765,18,finetuning,100,0.125,
0,1.0,0.775,49,singletask,200,,
0,0.998,0.88,10,singletask,500,,
0,1.0,0.98,12,finetuning,100,1.0,
0,1.0,0.85,35,multitask,50,,0.12314285714285714
0,1.0,0.59,25,finetuning,50,0.125,
0,1.0,0.62,16,finetuning,10,0.5,
0,1.0,0.695,17,finetuning,200,0.125,
0,1.0,0.68,43,singletask,10,,
0,1.0,0.58,23,finetuning,10,0.125,
0,1.0,0.715,9,finetuning,50,0.25,
0,1.0,0.9,31,multitask,200,,0.13351020408163267
0,1.0,0.895,30,singletask,20,,
0,1.0,0.93,23,finetuning,200,1.0,
0,1.0,0.885,2,finetuning,200,2.0,
0,1.0,0.885,12,finetuning,50,0.5,
0,1.0,0.825,15,multitask,10,,0.0383469387755102
0,0.999,0.9,6,finetuning,1000,0.125,
0,1.0,0.77,41,singletask,50,,
0,1.0,0.855,5,finetuning,100,0.5,
0,1.0,0.915,22,multitask,500,,0.2721224489795918
0,1.0,0.885,1,finetuning,200,0.25,
0,0.63,0.5,6,multitask,100,,0.052489795918367346
0,0.998,0.965,26,finetuning,500,2.0,
0,1.0,0.945,7,finetuning,500,1.0,
0,0.998,0.885,21,finetuning,1000,0.125,
0,1.0,0.685,10,singletask,50,,
0,0.999,0.86,20,finetuning,1000,2.0,
0,0.999,0.965,7,finetuning,1000,1.0,
0,1.0,0.895,10,finetuning,500,0.5,
0,1.0,0.74,48,multitask,10,,0.02973469387755102
0,1.0,0.825,12,singletask,10,,
0,1.0,0.865,0,singletask,10,,
0,1.0,0.575,27,finetuning,10,0.25,
0,0.997,0.835,19,finetuning,1000,0.5,
0,1.0,0.545,19,finetuning,20,0.5,
0,1.0,0.765,20,finetuning,20,0.125,
0,1.0,0.705,24,singletask,20,,
0,1.0,0.765,33,singletask,100,,
0,0.93,0.72,25,multitask,200,,0.1240204081632653
0,1.0,0.97,14,multitask,100,,0.11157142857142857
0,1.0,0.615,2,singletask,50,,
0,1.0,0.55,16,finetuning,20,0.25,
0,0.998,0.84,7,finetuning,500,0.125,
0,1.0,0.855,8,finetuning,100,2.0,
0,0.995,0.865,35,singletask,200,,
0,0.91,0.75,45,multitask,100,,0.08544897959183674
0,0.998,0.89,4,finetuning,500,0.25,
0,0.999,0.895,21,multitask,1000,,0.3160204081632653
0,1.0,0.875,15,finetuning,50,0.5,
0,1.0,0.675,2,finetuning,100,0.25,
0,1.0,0.93,18,finetuning,200,1.0,
0,1.0,0.905,43,singletask,1000,,
0,0.998,0.965,36,multitask,500,,0.24420408163265306
0,1.0,0.75,11,finetuning,10,0.5,
0,1.0,0.56,39,multitask,20,,0.049755102040816325
0,1.0,0.645,24,finetuning,50,0.125,
0,1.0,0.63,47,multitask,20,,0.13
0,1.0,0.57,22,finetuning,10,0.125,
0,1.0,0.92,14,finetuning,10,2.0,
0,1.0,0.8,22,finetuning,100,0.125,
0,0.999,0.75,19,finetuning,1000,0.125,
0,1.0,0.65,2,finetuning,10,0.25,
0,0.998,0.815,19,finetuning,500,1.0,
0,1.0,0.79,10,finetuning,50,2.0,
0,0.998,0.88,8,multitask,500,,0.2547551020408163
0,1.0,0.75,13,finetuning,20,1.0,
0,1.0,0.94,0,finetuning,200,0.25,
0,0.998,0.93,48,multitask,1000,,0.3152857142857143
0,0.998,0.93,15,finetuning,500,0.125,
0,0.996,0.925,6,finetuning,1000,1.0,
0,0.997,0.895,21,finetuning,1000,2.0,
0,1.0,0.695,17,finetuning,50,0.25,
0,0.999,0.92,17,multitask,1000,,0.3150204081632653
0,0.998,0.885,10,finetuning,500,1.0,
0,0.998,0.94,7,finetuning,1000,0.5,
0,1.0,0.83,11,finetuning,20,2.0,
0,1.0,0.75,11,finetuning,20,0.125,
0,0.998,0.925,7,finetuning,500,0.5,
0,1.0,0.495,47,multitask,10,,0.10924489795918367
0,1.0,0.825,8,multitask,100,,0.10377551020408163
0,1.0,0.84,5,finetuning,100,1.0,
0,1.0,0.79,24,finetuning,100,2.0,
0,1.0,0.62,19,finetuning,10,2.0,
0,1.0,0.935,29,multitask,1000,,0.3077142857142857
0,1.0,0.985,12,finetuning,50,1.0,
0,0.999,0.95,15,singletask,1000,,
0,1.0,0.895,23,finetuning,200,0.5,
0,1.0,0.93,15,finetuning,200,2.0,
0,0.997,0.66,27,finetuning,1000,0.25,
0,0.995,0.84,6,finetuning,200,0.125,
0,1.0,0.63,16,finetuning,10,1.0,
0,1.0,0.925,12,finetuning,100,0.5,
0,0.998,0.93,22,finetuning,500,0.5,
0,1.0,0.78,18,finetuning,50,0.5,
0,1.0,0.56,24,singletask,10,,
0,1.0,0.875,2,multitask,1000,,0.29789795918367346
0,1.0,0.755,9,finetuning,100,0.125,
0,1.0,0.87,26,singletask,50,,
0,1.0,0.905,0,singletask,20,,
0,1.0,0.83,1,multitask,200,,0.12848979591836734
0,0.998,0.855,33,singletask,500,,
0,1.0,0.645,13,finetuning,10,0.125,
0,1.0,0.995,14,multitask,500,,0.22951020408163264
0,0.995,0.905,14,finetuning,200,0.125,
0,1.0,0.98,14,finetuning,500,2.0,
0,0.84,0.64,44,multitask,50,,0.07448979591836735
0,1.0,0.825,15,finetuning,50,0.125,
0,1.0,0.9,14,finetuning,20,0.5,
0,1.0,0.94,45,multitask,500,,0.25426530612244896
0,1.0,0.92,11,finetuning,200,1.0,
0,0.998,0.905,10,finetuning,1000,2.0,
0,1.0,0.55,39,multitask,10,,0.04024489795918367
0,1.0,0.9,40,multitask,1000,,0.31895918367346937
0,0.997,0.97,18,finetuning,1000,1.0,
0,1.0,0.895,36,multitask,100,,0.12030612244897959
0,1.0,0.83,20,finetuning,100,1.0,
0,1.0,0.87,1,finetuning,100,2.0,
0,0.995,0.88,6,finetuning,200,0.5,
0,1.0,0.635,19,multitask,50,,0.12110204081632653
0,1.0,0.84,4,finetuning,500,0.125,
0,1.0,0.71,10,singletask,100,,
0,1.0,0.85,15,multitask,20,,0.05655102040816327
0,0.997,0.91,6,finetuning,1000,0.5,
0,1.0,0.745,32,singletask,50,,
0,0.998,0.91,32,singletask,1000,,
0,1.0,0.575,10,finetuning,20,0.125,
0,1.0,0.82,28,singletask,200,,
0,1.0,0.855,30,singletask,10,,
0,1.0,0.715,43,singletask,20,,
0,1.0,0.68,42,multitask,200,,0.12026530612244898
0,1.0,0.86,0,finetuning,50,0.25,
0,1.0,0.68,13,finetuning,20,0.5,
0,1.0,0.675,24,finetuning,20,0.25,
0,0.998,0.75,19,finetuning,500,0.5,
0,1.0,0.765,48,multitask,20,,0.10169387755102041
0,1.0,0.805,12,singletask,20,,
0,1.0,0.83,13,multitask,200,,0.11604081632653061
0,0.6,0.505,22,multitask,100,,0.05689795918367347
0,1.0,0.925,6,multitask,500,,0.2549795918367347
0,1.0,0.81,15,finetuning,10,0.25,
0,1.0,0.555,21,multitask,50,,0.09971428571428571
0,1.0,0.78,16,singletask,200,,
0,1.0,0.72,1,multitask,50,,0.08671428571428572
0,0.999,0.795,25,singletask,1000,,
0,1.0,0.895,18,singletask,500,,
0,1.0,0.855,41,singletask,200,,
0,1.0,0.92,11,finetuning,10,1.0,
0,0.998,0.93,38,multitask,500,,0.26040816326530614
0,1.0,0.75,5,singletask,100,,
0,1.0,0.64,25,finetuning,50,0.25,
0,1.0,0.875,18,finetuning,200,0.5,
0,0.998,0.87,10,finetuning,1000,0.125,
0,1.0,0.81,21,finetuning,100,0.125,
0,1.0,0.9,15,finetuning,50,1.0,
0,1.0,0.79,12,finetuning,10,0.125,
0,1.0,0.835,14,finetuning,50,0.125,
0,1.0,0.785,36,multitask,20,,0.08412244897959184
0,0.998,0.935,26,singletask,500,,
0,0.998,0.92,11,finetuning,1000,2.0,
0,0.998,0.74,16,finetuning,500,0.125,
0,1.0,0.715,16,finetuning,20,2.0,
0,1.0,0.64,19,finetuning,20,1.0,
0,0.999,0.855,19,finetuning,1000,1.0,
0,1.0,0.735,47,singletask,100,,
0,1.0,0.71,2,multitask,10,,0.11559183673469388
0,1.0,0.86,3,singletask,200,,
0,1.0,0.65,1,finetuning,20,0.25,
0,1.0,0.855,22,multitask,10,,0.10479591836734693
0,1.0,0.825,46,singletask,100,,
0,1.0,0.74,2,singletask,200,,
0,1.0,0.84,9,finetuning,200,0.125,
0,0.998,0.855,2,singletask,1000,,
0,1.0,0.855,17,finetuning,20,1.0,
0,0.998,0.895,5,finetuning,1000,0.5,
0,1.0,0.805,18,finetuning,20,2.0,
0,1.0,0.57,13,finetuning,20,0.125,
0,1.0,0.61,27,singletask,500,,
0,1.0,0.525,49,singletask,10,,
0,1.0,0.915,14,finetuning,100,0.125,
0,1.0,0.665,13,multitask,20,,0.08826530612244898
0,1.0,0.695,10,finetuning,10,2.0,
0,1.0,0.875,14,finetuning,20,0.25,
0,0.996,0.86,18,finetuning,500,0.25,
0,1.0,0.82,7,multitask,50,,0.11155102040816327
0,1.0,0.61,18,singletask,10,,
0,0.998,0.915,23,finetuning,500,0.125,
0,1.0,0.62,27,multitask,50,,0.1113469387755102
0,1.0,0.71,25,finetuning,10,0.25,
0,1.0,0.69,19,singletask,500,,
0,1.0,0.755,40,singletask,200,,
0,1.0,0.965,14,finetuning,50,2.0,
0,1.0,0.88,28,multitask,500,,0.2536326530612245
0,1.0,0.77,4,singletask,100,,
0,1.0,0.9,30,multitask,20,,0.039877551020408165
0,0.995,0.725,17,singletask,200,,
0,1.0,0.79,11,finetuning,50,0.5,
0,1.0,0.835,15,finetuning,50,0.25,
0,0.998,0.92,41,multitask,500,,0.26440816326530614
0,1.0,0.815,15,finetuning,10,0.5,
0,1.0,0.66,11,finetuning,10,0.125,
0,1.0,0.805,32,multitask,100,,0.11767346938775511
0,1.0,0.65,19,finetuning,100,0.5,
0,1.0,0.665,17,finetuning,50,0.125,
0,1.0,0.55,24,multitask,10,,0.04138775510204082
0,1.0,0.715,0,finetuning,10,0.25,
0,1.0,0.76,29,singletask,200,,
0,1.0,0.545,20,singletask,10,,
0,0.6,0.5,4,multitask,10,,0.009551020408163266
0,0.998,0.985,12,finetuning,1000,2.0,
0,1.0,0.785,11,singletask,100,,
0,1.0,0.79,6,finetuning,100,0.125,
0,1.0,0.905,10,multitask,500,,0.24753061224489795
0,1.0,0.84,5,multitask,200,,0.11685714285714285
0,1.0,0.55,4,singletask,20,,
0,1.0,0.775,22,singletask,50,,
0,1.0,0.89,2,multitask,500,,0.25318367346938775
0,1.0,0.93,41,multitask,1000,,0.32653061224489793
0,1.0,0.94,26,multitask,100,,0.12379591836734694
0,1.0,0.76,17,multitask,200,,0.13110204081632654
0,1.0,0.585,16,singletask,20,,
0,1.0,0.695,41,multitask,10,,0.08075510204081633
0,0.999,0.93,4,finetuning,1000,0.5,
0,1.0,0.85,20,finetuning,500,1.0,
0,1.0,0.87,1,finetuning,500,2.0,
0,1.0,0.81,21,finetuning,200,0.125,
0,1.0,0.815,12,finetuning,20,0.125,
0,0.999,0.96,0,finetuning,1000,0.25,
0,0.997,0.92,45,singletask,1000,,
0,1.0,0.695,36,singletask,50,,
0,1.0,0.97,14,finetuning,100,2.0,
0,0.998,0.7,19,finetuning,500,0.25,
0,0.998,0.895,32,singletask,500,,
0,1.0,0.895,13,finetuning,200,0.5,
0,1.0,0.82,12,finetuning,10,0.5,
0,1.0,0.705,25,finetuning,200,2.0,
0,1.0,0.94,4,finetuning,200,1.0,
0,1.0,0.69,46,multitask,200,,0.10351020408163265
0,1.0,0.6,47,singletask,20,,
0,1.0,0.65,34,singletask,10,,
0,1.0,0.95,3,multitask,1000,,0.3119183673469388
0,1.0,0.61,16,finetuning,50,0.5,
0,1.0,0.895,22,finetuning,100,0.5,
0,1.0,0.85,18,finetuning,10,1.0,
0,1.0,0.975,12,finetuning,500,0.5,
0,1.0,0.635,42,multitask,50,,0.0943061224489796
0,1.0,0.775,8,singletask,50,,
0,1.0,0.8,13,finetuning,50,2.0,
0,1.0,0.665,10,finetuning,10,0.125,
0,1.0,0.9,28,multitask,1000,,0.326
0,0.996,0.705,19,finetuning,500,0.125,
0,1.0,0.875,5,finetuning,500,1.0,
0,1.0,0.845,24,finetuning,500,2.0,
0,0.998,0.89,4,finetuning,1000,0.125,
0,1.0,0.58,17,finetuning,10,2.0,
0,1.0,0.61,16,finetuning,50,0.125,
0,1.0,0.96,0,finetuning,200,2.0,
0,1.0,0.87,21,finetuning,200,1.0,
0,0.998,0.88,23,finetuning,1000,0.125,
0,1.0,0.92,7,finetuning,100,0.5,
0,0.997,0.92,13,finetuning,1000,2.0,
0,1.0,0.795,10,finetuning,20,1.0,
0,0.999,0.925,16,multitask,1000,,0.2929387755102041
0,1.0,0.85,10,finetuning,100,1.0,
0,0.999,0.95,12,finetuning,1000,0.25,
0,1.0,0.65,42,multitask,20,,0.11555102040816327
0,1.0,0.85,8,finetuning,200,0.5,
0,1.0,0.84,38,singletask,100,,
0,0.999,0.985,3,finetuning,1000,0.5,
0,1.0,0.81,9,multitask,200,,0.10928571428571429
0,1.0,0.745,8,singletask,20,,
0,0.998,1.0,14,multitask,1000,,0.2556326530612245
0,1.0,0.855,15,finetuning,20,0.125,
0,1.0,0.75,4,finetuning,20,0.5,
0,1.0,0.805,23,finetuning,20,2.0,
0,1.0,0.805,20,finetuning,50,1.0,
0,0.998,0.725,20,finetuning,1000,0.25,
0,1.0,0.825,18,finetuning,100,0.25,
0,0.998,0.895,6,singletask,1000,,
0,1.0,0.855,1,finetuning,200,0.125,
0,1.0,0.675,20,finetuning,10,0.25,
0,1.0,0.57,24,finetuning,10,1.0,
0,1.0,0.77,8,finetuning,50,0.5,
0,1.0,0.735,11,finetuning,20,0.25,
0,0.995,0.765,13,finetuning,200,0.125,
0,1.0,0.725,16,singletask,50,,
0,1.0,0.89,0,multitask,100,,0.09604081632653061
0,1.0,0.82,6,finetuning,10,1.0,
0,1.0,0.96,30,singletask,500,,
0,1.0,0.88,24,multitask,500,,0.2514489795918367
0,1.0,0.73,17,finetuning,10,0.125,
0,1.0,0.79,2,finetuning,50,1.0,
0,1.0,0.76,8,multitask,10,,0.04657142857142857
0,1.0,0.7,10,finetuning,50,0.25,
0,1.0,0.895,1,multitask,1000,,0.3020408163265306
0,1.0,0.735,14,singletask,10,,
0,0.92,0.775,11,finetuning,50,0.125,
0,1.0,0.665,9,finetuning,10,2.0,
0,1.0,0.805,28,multitask,10,,0.0816530612244898
0,1.0,0.91,43,multitask,1000,,0.3140612244897959
0,1.0,0.535,36,singletask,20,,
0,1.0,0.645,37,multitask,200,,0.12532653061224489
0,1.0,0.65,45,singletask,10,,
0,1.0,0.73,1,finetuning,20,2.0,
0,1.0,0.995,14,finetuning,1000,2.0,
0,1.0,0.88,9,finetuning,500,0.5,
0,1.0,0.805,26,finetuning,20,0.5,
0,1.0,0.645,47,singletask,50,,
0,1.0,0.87,48,singletask,1000,,
0,1.0,0.725,5,finetuning,10,0.25,
0,1.0,0.905,30,multitask,50,,0.10489795918367346
0,1.0,0.81,9,finetuning,20,1.0,
0,0.999,0.945,26,finetuning,1000,0.125,
0,0.999,0.895,2,finetuning,1000,0.5,
0,0.6,0.51,43,multitask,100,,0.07585714285714286
0,1.0,0.67,10,multitask,10,,0.04222448979591837
0,1.0,0.67,21,finetuning,20,0.5,
0,1.0,0.815,25,finetuning,500,1.0,
0,1.0,0.69,13,singletask,100,,
0,1.0,0.945,4,finetuning,500,2.0,
0,1.0,0.805,6,finetuning,20,2.0,
0,1.0,0.85,14,finetuning,20,0.125,
0,0.998,0.94,30,multitask,500,,0.24393877551020407
0,0.998,0.945,3,finetuning,500,0.125,
0,1.0,0.61,27,finetuning,100,0.5,
0,1.0,0.885,15,singletask,200,,
0,1.0,0.705,19,finetuning,100,0.25,
0,1.0,0.845,5,finetuning,50,1.0,
0,1.0,0.74,6,singletask,10,,
0,1.0,0.8,20,finetuning,200,2.0,
0,1.0,0.925,1,finetuning,200,1.0,
0,1.0,0.85,16,finetuning,200,0.5,
