,train,valid,rs,mode,n_samples,scaling,train_aux
0,1.0,0.535,36,singletask,20,,
0,1.0,0.76,37,multitask,200,,0.06746938775510204
0,1.0,0.515,45,singletask,10,,
0,1.0,0.665,31,multitask,20,,0.014387755102040817
0,1.0,0.875,22,finetuning,10,0.125,
0,1.0,0.5,33,finetuning,20,2.0,
0,1.0,0.5,38,finetuning,10,0.125,
0,1.0,0.585,47,singletask,50,,
0,1.0,0.815,24,finetuning,50,0.125,
0,1.0,0.94,13,finetuning,1000,0.125,
0,1.0,0.735,42,finetuning,500,2.0,
0,1.0,0.6,25,multitask,20,,0.017244897959183672
0,1.0,0.785,31,finetuning,20,1.0,
0,1.0,0.5,17,finetuning,10,0.5,
0,1.0,0.935,11,finetuning,500,0.5,
0,1.0,0.85,15,multitask,200,,0.06457142857142857
0,1.0,0.67,24,multitask,100,,0.06216326530612245
0,1.0,0.885,6,finetuning,200,0.125,
0,1.0,0.875,17,finetuning,200,0.125,
0,1.0,0.51,13,finetuning,50,0.5,
0,1.0,0.91,6,finetuning,1000,0.125,
0,1.0,0.77,39,finetuning,500,0.125,
0,1.0,0.76,25,multitask,1000,,0.10442857142857143
0,1.0,0.685,27,finetuning,500,2.0,
0,1.0,0.81,49,finetuning,20,0.25,
0,1.0,0.735,31,singletask,200,,
0,1.0,0.7,31,multitask,10,,0.012
0,1.0,0.94,22,finetuning,200,1.0,
0,1.0,0.635,34,singletask,50,,
0,1.0,0.895,28,finetuning,1000,0.5,
0,1.0,0.815,5,multitask,500,,0.09273469387755102
0,1.0,0.86,11,finetuning,20,0.125,
0,1.0,0.525,37,singletask,100,,
0,1.0,0.89,32,finetuning,1000,0.5,
0,1.0,0.58,36,finetuning,10,2.0,
0,1.0,0.5,39,finetuning,10,1.0,
0,1.0,0.82,46,finetuning,1000,0.5,
0,1.0,0.465,7,finetuning,100,2.0,
0,1.0,0.85,13,finetuning,100,1.0,
0,1.0,0.785,11,multitask,50,,0.03177551020408163
0,1.0,0.96,0,finetuning,20,0.125,
0,1.0,0.5,40,finetuning,100,0.125,
0,1.0,0.875,32,finetuning,1000,0.25,
0,1.0,0.69,32,finetuning,50,2.0,
0,1.0,0.69,44,multitask,200,,0.0623469387755102
0,1.0,0.505,45,singletask,20,,
0,1.0,0.815,47,finetuning,200,1.0,
0,1.0,0.95,0,finetuning,200,0.5,
0,1.0,0.58,36,singletask,10,,
0,1.0,0.955,22,finetuning,1000,0.125,
0,1.0,0.51,37,finetuning,50,0.5,
0,0.995,0.925,1,finetuning,1000,2.0,
0,1.0,0.91,18,finetuning,1000,1.0,
0,1.0,0.905,23,finetuning,500,1.0,
0,1.0,0.56,38,finetuning,100,1.0,
0,1.0,0.95,1,finetuning,500,0.5,
0,1.0,0.84,46,finetuning,500,1.0,
0,0.999,0.92,10,finetuning,1000,2.0,
0,1.0,0.9,9,finetuning,1000,1.0,
0,1.0,0.725,15,finetuning,20,1.0,
0,1.0,0.85,9,multitask,1000,,0.09657142857142857
0,1.0,0.6,8,multitask,50,,0.02416326530612245
0,1.0,0.5,33,finetuning,10,0.5,
0,1.0,0.49,17,finetuning,100,2.0,
0,1.0,0.54,16,finetuning,50,2.0,
0,1.0,0.88,3,finetuning,100,1.0,
0,1.0,0.56,44,finetuning,100,0.5,
0,1.0,0.935,24,finetuning,1000,0.25,
0,1.0,0.935,15,finetuning,50,0.125,
0,1.0,0.61,43,finetuning,200,2.0,
0,1.0,0.735,13,finetuning,10,0.125,
0,1.0,0.795,32,multitask,50,,0.03634693877551021
0,1.0,0.905,10,finetuning,200,0.5,
0,1.0,0.735,48,finetuning,50,0.25,
0,1.0,0.58,26,finetuning,200,2.0,
0,1.0,0.685,2,finetuning,10,0.125,
0,1.0,0.575,36,finetuning,10,0.25,
0,1.0,0.5,12,finetuning,10,2.0,
0,1.0,0.925,18,finetuning,100,0.125,
0,1.0,0.885,9,finetuning,100,0.125,
0,1.0,0.94,4,finetuning,50,0.125,
0,1.0,0.815,12,multitask,10,,0.014714285714285714
0,1.0,0.85,21,finetuning,100,0.5,
0,1.0,0.74,19,finetuning,50,1.0,
0,1.0,0.955,22,finetuning,100,0.125,
0,1.0,0.865,16,finetuning,50,0.25,
0,1.0,0.5,49,singletask,50,,
0,1.0,0.525,15,finetuning,10,2.0,
0,1.0,0.82,43,singletask,500,,
0,1.0,0.845,43,singletask,1000,,
0,1.0,0.83,9,finetuning,200,1.0,
0,1.0,0.775,37,finetuning,500,2.0,
0,1.0,0.67,22,singletask,100,,
0,1.0,0.59,49,finetuning,100,2.0,
0,1.0,0.475,38,singletask,20,,
0,1.0,0.735,39,multitask,200,,0.071
0,1.0,0.5,11,finetuning,50,2.0,
0,1.0,0.58,34,finetuning,10,0.5,
0,1.0,0.65,4,multitask,20,,0.014183673469387755
0,1.0,0.795,32,finetuning,200,1.0,
0,1.0,0.93,12,finetuning,20,1.0,
0,1.0,0.93,29,finetuning,1000,0.5,
0,1.0,0.705,24,singletask,200,,
0,1.0,0.84,10,finetuning,20,0.125,
0,1.0,0.945,30,multitask,1000,,0.125265306122449
0,1.0,0.93,33,finetuning,1000,0.5,
0,1.0,0.905,18,finetuning,500,1.0,
0,1.0,0.875,47,finetuning,1000,0.5,
0,1.0,0.885,7,finetuning,20,0.25,
0,1.0,0.815,1,finetuning,20,0.125,
0,1.0,0.72,30,finetuning,50,0.5,
0,1.0,0.965,15,finetuning,500,0.125,
0,1.0,0.95,4,finetuning,500,0.125,
0,1.0,0.825,43,multitask,500,,0.08648979591836735
0,1.0,0.76,19,finetuning,200,1.0,
0,1.0,0.59,35,finetuning,50,2.0,
0,1.0,0.795,19,finetuning,1000,1.0,
0,0.997,0.98,0,finetuning,1000,2.0,
0,1.0,0.835,18,finetuning,20,0.5,
0,1.0,0.88,33,finetuning,500,1.0,
0,1.0,0.49,31,finetuning,10,2.0,
0,1.0,0.86,30,multitask,100,,0.05724489795918367
0,1.0,0.71,34,finetuning,100,0.125,
0,1.0,0.755,28,finetuning,100,1.0,
0,1.0,0.835,46,finetuning,1000,0.25,
0,1.0,0.92,8,finetuning,1000,1.0,
0,0.995,0.93,11,finetuning,1000,2.0,
0,1.0,0.75,2,multitask,200,,0.05840816326530612
0,1.0,0.815,6,finetuning,50,0.25,
0,1.0,0.5,22,singletask,10,,
0,1.0,0.475,39,finetuning,20,2.0,
0,1.0,0.775,17,finetuning,20,0.25,
0,1.0,0.99,14,finetuning,50,0.125,
0,1.0,0.52,40,multitask,20,,0.01640816326530612
0,1.0,0.84,43,finetuning,10,0.25,
0,1.0,0.525,14,finetuning,50,0.5,
0,1.0,0.945,12,finetuning,10,0.125,
0,1.0,0.945,12,multitask,500,,0.07579591836734693
0,1.0,0.855,26,finetuning,10,0.25,
0,1.0,0.545,3,finetuning,10,0.125,
0,1.0,0.65,36,finetuning,200,2.0,
0,1.0,0.86,5,finetuning,50,0.125,
0,1.0,0.795,10,finetuning,10,0.5,
0,1.0,0.55,36,finetuning,20,1.0,
0,1.0,0.865,31,finetuning,100,0.5,
0,1.0,0.91,8,finetuning,500,1.0,
0,1.0,0.73,29,multitask,50,,0.029755102040816328
0,1.0,0.905,9,finetuning,500,0.25,
0,1.0,0.51,38,finetuning,20,1.0,
0,1.0,0.9,31,finetuning,500,0.5,
0,1.0,0.785,1,multitask,500,,0.08579591836734694
0,1.0,0.565,30,singletask,50,,
0,1.0,0.81,8,finetuning,100,1.0,
0,1.0,0.795,48,finetuning,200,2.0,
0,1.0,0.95,26,finetuning,50,0.25,
0,1.0,0.67,38,multitask,20,,0.013551020408163266
0,1.0,0.675,32,singletask,10,,
0,1.0,0.5,41,singletask,20,,
0,1.0,0.85,43,finetuning,50,0.25,
0,1.0,0.745,40,multitask,200,,0.04963265306122449
0,1.0,0.5,37,finetuning,20,2.0,
0,1.0,0.945,18,finetuning,500,0.25,
0,1.0,0.805,36,finetuning,500,0.125,
0,1.0,0.74,6,finetuning,10,0.25,
0,1.0,0.77,20,multitask,100,,0.05844897959183674
0,1.0,0.87,11,multitask,200,,0.05357142857142857
0,1.0,0.645,34,finetuning,50,1.0,
0,1.0,0.735,13,finetuning,20,0.125,
0,1.0,0.985,30,finetuning,1000,0.5,
0,1.0,0.885,28,finetuning,500,1.0,
0,1.0,0.79,30,finetuning,10,1.0,
0,1.0,0.76,44,finetuning,1000,0.5,
0,1.0,0.53,16,finetuning,20,0.5,
0,1.0,0.92,9,finetuning,200,0.125,
0,1.0,0.945,18,finetuning,200,0.125,
0,1.0,0.725,2,finetuning,20,0.125,
0,1.0,0.765,33,finetuning,100,1.0,
0,1.0,0.61,2,multitask,20,,0.013081632653061224
0,1.0,0.48,13,finetuning,20,2.0,
0,1.0,0.895,29,finetuning,200,1.0,
0,1.0,0.95,3,finetuning,1000,2.0,
0,1.0,0.85,17,finetuning,100,0.125,
0,1.0,0.845,6,finetuning,100,0.125,
0,1.0,0.905,41,finetuning,1000,0.125,
0,0.999,0.98,12,finetuning,1000,2.0,
0,1.0,0.875,18,finetuning,100,1.0,
0,1.0,0.755,25,singletask,200,,
0,1.0,0.805,31,multitask,1000,,0.13887755102040816
0,1.0,0.76,49,multitask,100,,0.05144897959183673
0,1.0,0.52,37,finetuning,100,2.0,
0,1.0,0.56,27,finetuning,20,0.25,
0,1.0,0.84,49,finetuning,500,2.0,
0,1.0,0.81,17,finetuning,50,0.125,
0,1.0,0.575,23,singletask,100,,
0,1.0,0.845,14,finetuning,10,1.0,
0,1.0,0.48,28,singletask,20,,
0,1.0,0.815,29,multitask,200,,0.05071428571428571
0,1.0,0.715,18,multitask,100,,0.05142857142857143
0,1.0,0.54,32,finetuning,20,0.5,
0,1.0,0.95,30,finetuning,200,0.5,
0,1.0,0.875,11,finetuning,10,0.125,
0,1.0,0.53,16,finetuning,10,0.25,
0,1.0,0.88,20,finetuning,500,0.125,
0,1.0,0.9,0,finetuning,10,0.125,
0,1.0,0.655,46,multitask,20,,0.01416326530612245
0,1.0,0.68,40,finetuning,200,0.125,
0,1.0,0.495,42,finetuning,20,0.25,
0,1.0,0.825,6,finetuning,50,0.125,
0,1.0,0.965,11,finetuning,1000,0.125,
0,1.0,0.755,10,finetuning,50,1.0,
0,1.0,0.75,42,singletask,500,,
0,1.0,0.925,8,finetuning,500,0.25,
0,1.0,0.685,17,finetuning,50,1.0,
0,1.0,0.88,21,finetuning,500,0.5,
0,1.0,0.5,48,finetuning,10,0.25,
0,1.0,0.99,30,finetuning,1000,0.125,
0,1.0,0.52,36,finetuning,50,0.25,
0,1.0,0.52,35,finetuning,20,0.5,
0,1.0,0.63,13,finetuning,10,1.0,
0,1.0,0.885,34,singletask,1000,,
0,1.0,0.765,34,finetuning,200,0.125,
0,1.0,0.82,17,finetuning,500,2.0,
0,1.0,0.92,3,finetuning,500,1.0,
0,1.0,0.685,44,finetuning,500,0.5,
0,1.0,0.49,18,finetuning,50,2.0,
0,1.0,0.725,23,multitask,20,,0.014979591836734694
0,1.0,0.835,19,finetuning,500,0.25,
0,0.995,0.67,6,finetuning,200,2.0,
0,1.0,0.97,12,finetuning,200,1.0,
0,1.0,0.89,23,singletask,1000,,
0,1.0,0.97,12,finetuning,20,0.125,
0,1.0,0.66,17,multitask,50,,0.031714285714285716
0,1.0,0.84,8,multitask,1000,,0.0956530612244898
0,1.0,0.855,38,finetuning,500,1.0,
0,1.0,0.945,31,finetuning,1000,0.5,
0,1.0,0.92,1,finetuning,100,0.5,
0,1.0,0.775,46,finetuning,100,1.0,
0,1.0,0.97,11,finetuning,1000,0.25,
0,1.0,0.985,0,finetuning,1000,0.25,
0,1.0,0.925,45,finetuning,1000,0.5,
0,1.0,0.5,39,finetuning,50,0.5,
0,1.0,0.855,23,finetuning,100,1.0,
0,1.0,0.8,3,finetuning,20,0.125,
0,1.0,0.44,14,finetuning,20,2.0,
0,1.0,0.53,37,multitask,10,,0.011877551020408163
0,1.0,0.755,42,finetuning,500,0.125,
0,1.0,0.935,29,finetuning,1000,0.125,
0,1.0,0.595,49,multitask,10,,0.012571428571428572
0,1.0,0.975,22,finetuning,200,0.125,
0,1.0,0.68,39,finetuning,200,1.0,
0,1.0,0.655,11,finetuning,20,0.5,
0,1.0,0.925,7,finetuning,500,2.0,
0,1.0,0.86,2,finetuning,1000,2.0,
0,1.0,0.895,13,finetuning,500,1.0,
0,1.0,0.5,37,finetuning,10,1.0,
0,1.0,0.5,26,singletask,10,,
0,1.0,0.5,38,finetuning,10,2.0,
0,1.0,0.86,13,finetuning,1000,2.0,
0,1.0,0.52,24,singletask,50,,
0,1.0,0.61,33,finetuning,50,1.0,
0,1.0,0.515,36,singletask,100,,
0,1.0,0.81,16,multitask,500,,0.06408163265306123
0,1.0,0.5,37,finetuning,20,0.25,
0,1.0,0.5,27,finetuning,100,2.0,
0,1.0,0.62,30,finetuning,20,2.0,
0,1.0,0.845,16,finetuning,50,0.125,
0,1.0,0.755,14,multitask,10,,0.012714285714285714
0,0.999,0.86,24,multitask,1000,,0.09997959183673469
0,1.0,0.905,30,singletask,200,,
0,1.0,0.925,49,finetuning,1000,0.25,
0,1.0,0.725,10,finetuning,10,0.125,
0,1.0,0.79,47,multitask,500,,0.1046734693877551
0,1.0,0.84,20,finetuning,200,0.5,
0,1.0,0.77,1,finetuning,10,0.125,
0,1.0,0.66,16,finetuning,200,2.0,
0,1.0,0.66,34,multitask,50,,0.037387755102040815
0,1.0,0.865,45,finetuning,200,0.5,
0,1.0,0.825,2,finetuning,200,1.0,
0,1.0,0.7,6,multitask,200,,0.0636326530612245
0,1.0,0.575,42,finetuning,100,2.0,
0,1.0,0.5,19,finetuning,10,0.5,
0,1.0,0.935,7,finetuning,50,0.125,
0,1.0,0.73,34,multitask,100,,0.06814285714285714
0,1.0,0.86,11,finetuning,100,0.5,
0,1.0,0.69,1,finetuning,50,1.0,
0,0.999,0.92,26,multitask,1000,,0.07257142857142856
0,1.0,0.5,25,finetuning,10,0.5,
0,1.0,0.82,32,singletask,200,,
0,1.0,0.5,38,finetuning,10,0.25,
0,1.0,0.55,28,finetuning,200,2.0,
0,1.0,0.83,46,finetuning,50,0.25,
0,1.0,0.865,9,finetuning,100,0.25,
0,1.0,0.885,18,finetuning,100,0.25,
0,1.0,0.47,20,multitask,10,,0.013163265306122449
0,1.0,0.875,23,finetuning,50,0.25,
0,1.0,0.92,10,finetuning,200,0.125,
0,1.0,0.93,1,finetuning,200,0.125,
0,0.999,1.0,14,finetuning,1000,0.125,
0,1.0,0.82,34,finetuning,500,0.5,
0,1.0,0.5,24,singletask,20,,
0,1.0,0.51,19,finetuning,100,2.0,
0,1.0,0.72,25,multitask,200,,0.06797959183673469
0,1.0,0.925,14,multitask,100,,0.041428571428571426
0,1.0,0.85,21,finetuning,50,0.5,
0,1.0,0.635,5,finetuning,10,1.0,
0,1.0,0.88,36,finetuning,1000,0.5,
0,1.0,0.89,48,finetuning,500,1.0,
0,1.0,0.525,46,finetuning,20,0.5,
0,1.0,0.505,36,finetuning,100,1.0,
0,1.0,0.78,45,multitask,100,,0.05210204081632653
0,1.0,0.885,15,finetuning,20,0.125,
0,1.0,0.905,35,finetuning,1000,0.25,
0,1.0,0.85,47,finetuning,100,0.125,
0,1.0,0.91,18,multitask,1000,,0.15116326530612245
0,1.0,0.77,44,finetuning,1000,0.125,
0,1.0,0.535,2,finetuning,20,2.0,
0,1.0,0.895,4,finetuning,20,0.125,
0,1.0,0.65,34,multitask,20,,0.015877551020408165
0,1.0,0.835,42,finetuning,1000,0.5,
0,1.0,0.695,34,singletask,100,,
0,1.0,0.535,3,finetuning,10,0.25,
0,1.0,0.765,36,multitask,500,,0.07724489795918367
0,1.0,0.86,49,finetuning,200,1.0,
0,1.0,0.51,7,finetuning,20,0.5,
0,1.0,0.49,28,finetuning,20,2.0,
0,1.0,0.495,9,finetuning,100,2.0,
0,1.0,0.86,5,finetuning,1000,2.0,
0,0.995,0.95,14,finetuning,1000,2.0,
0,1.0,0.875,28,finetuning,500,0.125,
0,1.0,0.825,48,finetuning,200,0.125,
0,1.0,0.595,27,finetuning,20,1.0,
0,1.0,0.465,43,finetuning,20,2.0,
0,1.0,0.74,23,multitask,50,,0.03528571428571429
0,1.0,0.905,11,finetuning,50,0.125,
0,1.0,0.525,40,finetuning,50,1.0,
0,1.0,0.685,47,finetuning,20,0.25,
0,1.0,0.82,29,finetuning,500,2.0,
0,1.0,0.625,17,finetuning,10,0.125,
0,1.0,0.73,13,finetuning,10,0.25,
0,1.0,0.665,17,multitask,20,,0.014653061224489797
0,1.0,0.52,24,finetuning,50,2.0,
0,1.0,0.73,35,finetuning,200,0.5,
0,1.0,0.85,39,singletask,1000,,
0,1.0,0.735,6,finetuning,10,0.125,
0,1.0,0.505,44,finetuning,10,1.0,
0,1.0,0.505,20,finetuning,10,2.0,
0,1.0,0.7,32,finetuning,100,2.0,
0,1.0,0.905,22,finetuning,20,0.25,
0,1.0,0.945,23,finetuning,1000,0.25,
0,1.0,0.985,0,finetuning,50,0.125,
0,1.0,0.94,41,finetuning,500,0.5,
0,1.0,0.875,6,finetuning,500,1.0,
0,1.0,0.7,48,finetuning,50,2.0,
0,1.0,0.665,27,singletask,1000,,
0,1.0,0.475,27,finetuning,10,2.0,
0,1.0,0.935,12,finetuning,500,2.0,
0,1.0,0.785,43,finetuning,10,1.0,
0,1.0,0.7,38,finetuning,200,2.0,
0,1.0,0.6,28,finetuning,10,0.25,
0,1.0,0.77,38,multitask,100,,0.0549795918367347
0,1.0,0.5,8,finetuning,10,0.5,
0,1.0,0.88,8,finetuning,100,0.25,
0,1.0,0.935,8,finetuning,1000,0.25,
0,1.0,0.855,19,finetuning,1000,0.25,
0,1.0,0.8,19,finetuning,100,0.25,
0,1.0,0.48,23,finetuning,50,2.0,
0,1.0,0.79,33,finetuning,50,0.25,
0,1.0,0.895,24,finetuning,500,0.5,
0,1.0,0.55,28,finetuning,10,1.0,
0,1.0,0.62,19,finetuning,20,0.25,
0,1.0,0.81,25,finetuning,100,0.125,
0,1.0,0.725,47,finetuning,50,1.0,
0,1.0,0.78,40,singletask,500,,
0,1.0,0.965,3,finetuning,500,0.125,
0,1.0,0.995,12,finetuning,500,0.125,
0,1.0,0.505,44,finetuning,20,2.0,
0,1.0,0.81,8,finetuning,50,0.25,
0,1.0,0.5,28,singletask,50,,
0,1.0,0.785,37,finetuning,1000,0.5,
0,1.0,0.615,20,finetuning,20,1.0,
0,1.0,0.895,26,finetuning,100,1.0,
0,1.0,0.98,14,finetuning,20,0.125,
0,1.0,0.61,46,multitask,50,,0.037
0,1.0,0.83,43,finetuning,100,1.0,
0,1.0,0.925,4,finetuning,100,0.5,
0,1.0,0.735,5,finetuning,20,0.125,
0,1.0,0.64,1,multitask,10,,0.012142857142857143
0,1.0,0.965,30,singletask,1000,,
0,1.0,0.905,43,finetuning,1000,0.5,
0,1.0,0.62,27,singletask,200,,
0,1.0,0.815,17,finetuning,200,1.0,
0,1.0,0.9,33,multitask,1000,,0.11691836734693878
0,1.0,0.73,3,finetuning,200,2.0,
0,1.0,0.595,0,finetuning,20,0.5,
0,1.0,0.5,43,singletask,10,,
0,1.0,0.76,31,multitask,200,,0.05814285714285714
0,1.0,0.6,30,singletask,20,,
0,1.0,0.64,3,multitask,100,,0.052387755102040814
0,1.0,0.835,29,singletask,500,,
0,1.0,0.755,38,multitask,50,,0.02853061224489796
0,1.0,0.78,9,finetuning,20,0.25,
0,1.0,0.92,41,finetuning,1000,0.25,
0,1.0,0.845,33,finetuning,100,0.125,
0,1.0,0.5,5,finetuning,20,2.0,
0,1.0,0.94,4,finetuning,1000,2.0,
0,1.0,0.915,16,finetuning,500,1.0,
0,0.997,0.97,15,finetuning,1000,2.0,
0,1.0,0.5,41,finetuning,20,0.5,
0,1.0,0.515,41,singletask,50,,
0,1.0,0.82,2,finetuning,500,2.0,
0,1.0,0.575,18,multitask,10,,0.012408163265306122
0,1.0,0.755,48,singletask,100,,
0,1.0,0.815,22,multitask,500,,0.06451020408163265
0,1.0,0.835,10,finetuning,50,0.125,
0,1.0,0.67,2,finetuning,10,1.0,
0,1.0,0.91,26,finetuning,50,0.5,
0,1.0,0.805,14,finetuning,100,0.5,
0,1.0,0.495,47,finetuning,100,2.0,
0,1.0,0.5,49,finetuning,10,0.5,
0,1.0,0.785,39,finetuning,500,2.0,
0,1.0,0.895,35,finetuning,1000,0.125,
0,1.0,0.5,9,finetuning,50,2.0,
0,1.0,0.565,16,finetuning,10,0.125,
0,1.0,0.925,7,finetuning,200,1.0,
0,1.0,0.67,40,finetuning,200,0.5,
0,1.0,0.475,13,finetuning,200,2.0,
0,1.0,0.935,8,finetuning,1000,0.125,
0,1.0,0.815,25,finetuning,200,0.5,
0,1.0,0.895,7,finetuning,10,0.125,
0,1.0,0.5,22,finetuning,10,0.5,
0,1.0,0.76,6,finetuning,50,1.0,
0,1.0,0.86,18,finetuning,50,0.25,
0,1.0,0.7,2,multitask,50,,0.022530612244897958
0,1.0,0.54,32,finetuning,20,0.25,
0,1.0,0.57,22,finetuning,100,2.0,
0,1.0,0.635,45,multitask,10,,0.013306122448979591
0,1.0,0.925,1,finetuning,50,0.125,
0,1.0,0.5,3,finetuning,10,2.0,
0,1.0,0.82,41,multitask,100,,0.05320408163265306
0,1.0,0.905,22,finetuning,500,2.0,
0,1.0,0.625,8,finetuning,50,1.0,
0,1.0,0.835,43,finetuning,50,0.5,
0,1.0,0.81,18,finetuning,10,0.25,
0,1.0,0.865,32,multitask,500,,0.11536734693877551
0,1.0,0.465,7,finetuning,50,2.0,
0,1.0,0.745,48,finetuning,100,0.125,
0,1.0,0.5,47,finetuning,10,0.5,
0,1.0,0.985,14,finetuning,500,0.5,
0,1.0,0.675,28,finetuning,50,0.5,
0,1.0,0.785,47,finetuning,500,2.0,
0,1.0,0.845,29,finetuning,20,0.25,
0,1.0,0.535,39,finetuning,100,2.0,
0,1.0,0.79,27,finetuning,1000,0.125,
0,1.0,0.915,5,finetuning,200,0.5,
0,1.0,0.7,42,finetuning,200,1.0,
0,1.0,0.72,7,multitask,10,,0.012775510204081632
0,1.0,0.855,16,finetuning,100,1.0,
0,1.0,0.865,34,finetuning,1000,0.5,
0,1.0,0.79,4,finetuning,20,1.0,
0,1.0,0.655,40,multitask,50,,0.03355102040816327
0,1.0,0.77,17,finetuning,20,0.125,
0,1.0,0.54,49,singletask,100,,
0,1.0,0.485,2,finetuning,100,2.0,
0,1.0,0.81,6,finetuning,20,0.125,
0,1.0,0.695,10,multitask,100,,0.04722448979591837
0,1.0,0.785,21,multitask,200,,0.045387755102040815
0,1.0,0.83,40,finetuning,1000,0.5,
0,1.0,0.75,28,singletask,500,,
0,1.0,0.515,24,finetuning,20,0.5,
0,1.0,0.94,31,finetuning,500,0.125,
0,1.0,0.69,27,finetuning,200,1.0,
0,1.0,0.62,29,multitask,20,,0.014673469387755102
0,1.0,0.645,45,finetuning,20,1.0,
0,1.0,0.49,21,finetuning,20,2.0,
0,1.0,0.86,26,singletask,200,,
0,1.0,0.89,43,finetuning,500,1.0,
0,1.0,0.94,4,finetuning,500,0.5,
0,1.0,0.865,9,finetuning,200,0.25,
0,1.0,0.91,32,multitask,1000,,0.12228571428571429
0,1.0,0.855,48,multitask,200,,0.07165306122448979
0,0.998,0.95,7,finetuning,1000,2.0,
0,1.0,0.5,49,singletask,20,,
0,1.0,0.96,26,finetuning,500,1.0,
0,0.997,0.905,16,finetuning,1000,2.0,
0,1.0,0.925,1,finetuning,100,0.125,
0,1.0,0.855,10,finetuning,100,0.125,
0,1.0,0.915,18,finetuning,200,0.25,
0,1.0,0.5,38,singletask,50,,
0,1.0,0.805,9,multitask,500,,0.09618367346938775
0,1.0,0.725,8,finetuning,10,0.25,
0,1.0,0.87,24,finetuning,100,0.5,
0,1.0,0.795,49,finetuning,50,1.0,
0,1.0,0.675,43,multitask,10,,0.01446938775510204
0,1.0,0.84,13,finetuning,50,0.125,
0,1.0,0.69,26,finetuning,10,1.0,
0,1.0,0.635,4,multitask,50,,0.02383673469387755
0,1.0,0.695,2,finetuning,50,0.5,
0,1.0,0.795,15,finetuning,10,0.125,
0,1.0,0.42,42,finetuning,10,2.0,
0,1.0,0.795,27,finetuning,500,0.125,
0,1.0,0.87,47,finetuning,200,0.125,
0,0.995,0.805,23,finetuning,200,2.0,
0,1.0,0.915,41,singletask,500,,
0,1.0,0.745,33,finetuning,10,0.25,
0,1.0,0.5,6,finetuning,10,0.5,
0,1.0,0.945,15,finetuning,200,0.5,
0,1.0,0.88,22,finetuning,50,1.0,
0,1.0,0.7,28,finetuning,50,0.25,
0,1.0,0.74,4,finetuning,10,0.125,
0,1.0,0.73,46,finetuning,200,2.0,
0,1.0,0.985,3,finetuning,1000,0.125,
0,1.0,0.705,41,finetuning,100,0.5,
0,1.0,0.825,6,finetuning,100,1.0,
0,1.0,0.56,29,finetuning,10,2.0,
0,1.0,0.69,19,multitask,200,,0.05679591836734694
0,1.0,0.815,2,finetuning,50,0.125,
0,1.0,0.675,28,multitask,100,,0.05912244897959184
0,1.0,0.49,46,finetuning,50,2.0,
0,1.0,0.51,12,finetuning,100,2.0,
0,1.0,0.51,41,finetuning,50,2.0,
0,1.0,0.895,32,finetuning,500,2.0,
0,1.0,0.63,26,multitask,10,,0.013061224489795919
0,1.0,0.645,25,finetuning,50,1.0,
0,1.0,0.89,33,finetuning,200,0.125,
0,1.0,0.605,18,finetuning,200,2.0,
0,1.0,0.64,1,finetuning,10,0.5,
0,1.0,0.825,13,finetuning,50,0.25,
0,1.0,0.525,45,finetuning,10,2.0,
0,1.0,0.8,5,finetuning,50,0.5,
0,1.0,0.625,8,multitask,20,,0.015448979591836734
0,1.0,0.5,21,finetuning,10,1.0,
0,1.0,0.5,29,finetuning,100,2.0,
0,1.0,0.48,39,finetuning,20,0.25,
0,1.0,0.755,29,finetuning,20,1.0,
0,1.0,0.685,32,multitask,20,,0.017387755102040818
0,1.0,0.875,35,finetuning,1000,0.5,
0,1.0,0.81,47,singletask,1000,,
0,1.0,0.82,16,finetuning,20,0.125,
0,1.0,0.74,2,finetuning,20,0.25,
0,1.0,0.885,7,finetuning,20,0.125,
0,1.0,0.905,41,finetuning,1000,0.5,
0,0.998,0.82,9,finetuning,500,2.0,
0,1.0,0.505,26,finetuning,20,2.0,
0,1.0,0.985,7,finetuning,1000,0.25,
0,1.0,0.97,16,finetuning,1000,0.25,
0,1.0,0.715,37,finetuning,200,1.0,
0,1.0,0.48,42,finetuning,20,1.0,
0,1.0,0.505,9,finetuning,20,0.5,
0,1.0,0.86,3,finetuning,50,0.25,
0,1.0,0.7,23,finetuning,20,0.5,
0,1.0,0.56,25,multitask,50,,0.03208163265306122
0,1.0,0.9,8,finetuning,200,0.25,
0,1.0,0.57,35,singletask,100,,
0,0.998,0.86,6,finetuning,1000,2.0,
0,1.0,0.87,26,multitask,500,,0.055204081632653064
0,1.0,0.745,48,finetuning,100,1.0,
0,1.0,0.845,17,finetuning,1000,2.0,
0,1.0,0.82,36,finetuning,500,1.0,
0,1.0,0.675,3,finetuning,20,1.0,
0,1.0,0.67,48,finetuning,20,0.5,
0,1.0,0.805,19,finetuning,200,0.25,
0,1.0,0.93,45,finetuning,500,0.125,
0,1.0,0.83,25,finetuning,200,0.125,
0,1.0,0.72,8,finetuning,200,2.0,
0,1.0,0.795,19,multitask,1000,,0.10430612244897959
0,1.0,0.73,34,finetuning,100,0.5,
0,1.0,0.975,12,finetuning,50,0.125,
0,0.998,0.75,19,finetuning,500,2.0,
0,1.0,0.5,40,finetuning,10,0.5,
0,1.0,0.68,0,finetuning,50,2.0,
0,1.0,0.99,14,finetuning,10,0.125,
0,1.0,0.815,7,multitask,100,,0.05522448979591837
0,1.0,0.51,34,singletask,20,,
