,train,valid,rs,mode,n_samples,scaling,train_aux
0,1.0,0.515,42,finetuning,50,0.125,
0,1.0,0.53,36,finetuning,50,0.125,
0,1.0,0.81,11,finetuning,50,0.5,
0,1.0,0.895,47,finetuning,1000,0.125,
0,1.0,0.88,49,finetuning,100,0.5,
0,1.0,0.735,37,finetuning,500,0.5,
0,1.0,0.545,39,finetuning,100,0.125,
0,1.0,0.78,5,multitask,200,,0.067
0,1.0,0.82,20,finetuning,50,0.25,
0,1.0,0.855,30,finetuning,10,0.125,
0,1.0,0.695,37,multitask,100,,0.052653061224489796
0,1.0,0.91,7,multitask,1000,,0.12736734693877552
0,1.0,0.8,36,finetuning,500,0.25,
0,1.0,0.71,41,finetuning,100,1.0,
0,1.0,0.785,6,finetuning,100,0.5,
0,1.0,0.845,35,singletask,500,,
0,1.0,0.805,39,finetuning,1000,0.25,
0,1.0,0.57,1,finetuning,200,2.0,
0,1.0,0.96,30,finetuning,100,0.25,
0,1.0,0.93,22,finetuning,50,0.5,
0,1.0,0.81,26,multitask,100,,0.04726530612244898
0,1.0,0.78,17,multitask,200,,0.056775510204081635
0,1.0,0.945,15,finetuning,200,1.0,
0,1.0,0.645,6,finetuning,10,1.0,
0,1.0,0.5,9,finetuning,10,2.0,
0,1.0,0.54,44,finetuning,100,0.25,
0,1.0,0.765,2,finetuning,50,1.0,
0,1.0,0.5,26,finetuning,10,0.5,
0,1.0,0.755,42,finetuning,500,0.25,
0,1.0,0.8,49,finetuning,50,0.5,
0,1.0,0.82,24,finetuning,100,1.0,
0,1.0,0.88,31,finetuning,50,0.25,
0,1.0,0.635,11,multitask,10,,0.013428571428571429
0,1.0,0.57,1,finetuning,20,2.0,
0,1.0,0.885,32,finetuning,500,0.125,
0,1.0,0.81,49,finetuning,20,0.125,
0,1.0,0.515,36,singletask,50,,
0,1.0,0.895,7,multitask,500,,0.07138775510204082
0,1.0,0.675,46,multitask,1000,,0.13224489795918368
0,1.0,0.97,26,finetuning,500,0.5,
0,1.0,0.59,27,finetuning,20,0.125,
0,1.0,0.825,10,finetuning,500,2.0,
0,1.0,0.71,31,multitask,50,,0.023448979591836734
0,1.0,0.89,43,finetuning,500,0.5,
0,1.0,0.91,4,finetuning,500,1.0,
0,1.0,0.61,45,finetuning,20,0.5,
0,1.0,0.675,46,multitask,200,,0.06010204081632653
0,1.0,0.5,47,singletask,20,,
0,0.999,0.85,3,multitask,1000,,0.09073469387755102
0,1.0,0.555,34,singletask,10,,
0,1.0,0.7,27,finetuning,200,0.5,
0,1.0,0.6,24,finetuning,20,1.0,
0,1.0,0.505,20,finetuning,100,2.0,
0,1.0,0.59,8,multitask,10,,0.012612244897959184
0,1.0,0.895,30,finetuning,20,0.25,
0,1.0,0.835,28,finetuning,200,0.25,
0,1.0,0.835,40,finetuning,1000,1.0,
0,1.0,0.84,2,finetuning,100,0.125,
0,1.0,0.905,13,finetuning,100,0.125,
0,1.0,0.51,40,finetuning,20,2.0,
0,0.999,0.97,26,finetuning,1000,2.0,
0,1.0,0.795,32,finetuning,200,0.25,
0,1.0,0.58,45,finetuning,100,2.0,
0,1.0,0.835,46,finetuning,200,0.25,
0,1.0,0.56,4,finetuning,20,0.5,
0,1.0,0.88,34,finetuning,1000,1.0,
0,1.0,0.905,48,finetuning,1000,2.0,
0,1.0,0.875,16,finetuning,100,0.5,
0,1.0,0.51,11,finetuning,200,2.0,
0,1.0,0.755,26,multitask,20,,0.014693877551020407
0,1.0,0.895,11,multitask,1000,,0.10157142857142858
0,1.0,0.87,5,finetuning,200,1.0,
0,1.0,0.715,42,finetuning,200,0.5,
0,0.998,0.865,0,finetuning,500,2.0,
0,1.0,0.68,28,finetuning,50,1.0,
0,1.0,0.99,14,finetuning,500,1.0,
0,1.0,0.855,28,singletask,1000,,
0,1.0,0.525,47,finetuning,10,1.0,
0,1.0,0.465,23,finetuning,10,2.0,
0,1.0,0.915,12,multitask,50,,0.018877551020408164
0,1.0,0.77,37,finetuning,1000,0.125,
0,1.0,0.815,43,finetuning,50,1.0,
0,1.0,0.625,44,finetuning,200,0.125,
0,1.0,0.915,24,finetuning,500,0.125,
0,1.0,0.855,8,finetuning,50,0.5,
0,1.0,0.735,25,finetuning,10,0.125,
0,1.0,0.5,48,finetuning,10,2.0,
0,1.0,0.5,39,finetuning,50,0.125,
0,1.0,0.745,32,multitask,10,,0.013448979591836734
0,1.0,0.48,27,finetuning,50,2.0,
0,1.0,0.87,23,finetuning,50,0.125,
0,1.0,0.725,37,finetuning,500,0.25,
0,1.0,0.505,20,finetuning,50,2.0,
0,1.0,0.76,1,finetuning,10,0.25,
0,1.0,0.885,31,finetuning,100,0.25,
0,1.0,0.5,44,finetuning,50,1.0,
0,1.0,0.845,36,singletask,1000,,
0,1.0,0.965,30,finetuning,200,0.125,
0,1.0,0.845,45,finetuning,100,0.25,
0,1.0,0.5,24,finetuning,10,2.0,
0,1.0,0.5,40,finetuning,10,1.0,
0,1.0,0.64,9,multitask,100,,0.05483673469387755
0,1.0,0.635,47,singletask,200,,
0,1.0,0.5,49,singletask,10,,
0,1.0,0.71,34,finetuning,100,1.0,
0,1.0,0.95,16,finetuning,1000,0.125,
0,1.0,0.9,43,finetuning,500,0.25,
0,1.0,0.905,21,singletask,1000,,
0,1.0,0.85,21,finetuning,50,0.25,
0,1.0,0.955,4,finetuning,1000,0.25,
0,1.0,0.995,15,finetuning,1000,0.25,
0,1.0,0.67,48,finetuning,20,0.125,
0,1.0,0.67,48,finetuning,20,1.0,
0,1.0,0.71,41,singletask,100,,
0,1.0,0.82,36,finetuning,500,0.5,
0,1.0,0.51,3,finetuning,20,0.5,
0,1.0,0.73,48,finetuning,100,0.5,
0,1.0,0.615,43,multitask,20,,0.013591836734693878
0,1.0,0.95,26,finetuning,20,0.125,
0,1.0,0.52,47,finetuning,20,2.0,
0,1.0,0.855,46,finetuning,1000,0.125,
0,1.0,0.8,23,finetuning,20,1.0,
0,1.0,0.89,29,finetuning,100,0.125,
0,1.0,0.5,44,finetuning,50,0.25,
0,1.0,0.81,28,multitask,500,,0.0969795918367347
0,1.0,0.965,26,finetuning,200,0.125,
0,1.0,0.925,41,multitask,500,,0.07163265306122449
0,1.0,0.76,9,finetuning,20,1.0,
0,1.0,0.84,46,finetuning,500,0.125,
0,1.0,0.485,42,finetuning,20,0.5,
0,1.0,0.725,37,finetuning,200,0.5,
0,1.0,0.775,20,finetuning,20,0.25,
0,1.0,0.605,30,finetuning,100,2.0,
0,1.0,0.93,41,finetuning,1000,1.0,
0,1.0,0.9,29,finetuning,200,0.25,
0,1.0,0.885,33,finetuning,200,0.25,
0,1.0,0.69,27,finetuning,1000,2.0,
0,1.0,0.775,45,finetuning,20,0.25,
0,1.0,0.845,32,multitask,100,,0.06110204081632653
0,1.0,0.86,47,finetuning,200,0.25,
0,0.999,0.87,49,finetuning,1000,2.0,
0,1.0,0.865,35,finetuning,1000,1.0,
0,1.0,0.865,0,multitask,200,,0.056591836734693875
0,1.0,0.51,29,finetuning,20,0.5,
0,1.0,0.88,11,finetuning,10,0.25,
0,1.0,0.52,6,finetuning,20,2.0,
0,1.0,0.515,21,finetuning,10,0.5,
0,1.0,0.79,5,finetuning,50,1.0,
0,1.0,0.5,29,multitask,10,,0.012306122448979592
0,1.0,0.845,49,singletask,500,,
0,1.0,0.875,10,multitask,500,,0.0810204081632653
0,1.0,0.515,1,finetuning,10,1.0,
0,1.0,0.705,25,finetuning,50,0.5,
0,1.0,0.54,24,finetuning,10,0.125,
0,1.0,0.595,22,singletask,50,,
0,1.0,0.515,28,singletask,100,,
0,1.0,0.705,7,multitask,20,,0.013693877551020408
0,1.0,0.5,38,finetuning,50,0.125,
0,1.0,0.93,22,finetuning,50,0.125,
0,1.0,0.825,34,finetuning,500,0.25,
0,1.0,0.825,3,multitask,500,,0.06561224489795918
0,1.0,0.51,4,finetuning,50,2.0,
0,1.0,0.705,32,singletask,50,,
0,1.0,0.935,13,finetuning,200,0.125,
0,1.0,0.7,32,finetuning,100,0.25,
0,1.0,0.905,2,finetuning,200,0.125,
0,1.0,0.51,44,finetuning,10,0.5,
0,1.0,0.51,29,singletask,100,,
0,1.0,0.62,18,multitask,20,,0.013612244897959183
0,1.0,0.745,35,finetuning,200,1.0,
0,1.0,0.805,28,finetuning,100,0.25,
0,1.0,0.615,30,singletask,10,,
0,1.0,0.635,0,finetuning,10,2.0,
0,1.0,0.5,43,singletask,20,,
0,1.0,0.66,42,multitask,200,,0.06351020408163266
0,1.0,0.835,46,finetuning,100,0.25,
0,1.0,0.96,0,finetuning,20,0.25,
0,1.0,0.785,40,finetuning,500,0.25,
0,1.0,0.86,48,singletask,500,,
0,1.0,0.5,40,finetuning,50,0.5,
0,1.0,0.92,11,finetuning,50,0.25,
0,1.0,0.49,8,finetuning,20,2.0,
0,1.0,0.755,13,multitask,200,,0.061714285714285715
0,1.0,0.745,22,multitask,100,,0.05385714285714286
0,1.0,0.635,27,finetuning,20,0.5,
0,1.0,0.715,45,multitask,20,,0.016142857142857143
0,1.0,0.555,44,finetuning,100,0.125,
0,0.998,0.91,30,finetuning,500,2.0,
0,1.0,0.875,36,finetuning,1000,0.25,
0,1.0,0.81,25,finetuning,20,0.125,
0,1.0,0.88,49,finetuning,200,0.5,
0,1.0,0.79,7,finetuning,20,1.0,
0,1.0,0.505,44,finetuning,10,0.25,
0,1.0,0.82,42,finetuning,1000,1.0,
0,1.0,0.51,49,finetuning,20,2.0,
0,1.0,0.825,10,finetuning,20,0.25,
0,1.0,0.855,21,singletask,500,,
0,1.0,0.97,30,finetuning,200,0.25,
0,1.0,0.91,38,multitask,500,,0.11244897959183674
0,1.0,0.9,24,finetuning,1000,2.0,
0,1.0,0.855,48,singletask,1000,,
0,1.0,0.63,44,finetuning,200,0.25,
0,1.0,0.505,36,finetuning,100,0.5,
0,1.0,0.735,46,finetuning,20,1.0,
0,1.0,0.845,48,finetuning,500,0.5,
0,1.0,0.905,36,finetuning,1000,1.0,
0,1.0,0.435,22,finetuning,20,2.0,
0,1.0,0.665,31,finetuning,200,2.0,
0,1.0,0.56,21,finetuning,10,0.25,
0,1.0,0.5,40,singletask,100,,
0,1.0,0.905,20,finetuning,1000,0.25,
0,1.0,0.505,5,finetuning,10,0.5,
0,1.0,0.73,21,finetuning,50,1.0,
0,1.0,0.855,34,finetuning,500,1.0,
0,1.0,0.63,1,multitask,20,,0.014612244897959184
0,1.0,0.79,49,finetuning,10,0.125,
0,1.0,0.82,46,singletask,200,,
0,1.0,0.55,45,finetuning,50,2.0,
0,1.0,0.925,1,finetuning,50,0.25,
0,1.0,0.57,27,finetuning,10,0.125,
0,1.0,0.665,25,finetuning,10,1.0,
0,1.0,0.89,1,finetuning,50,0.5,
0,1.0,0.48,41,finetuning,10,2.0,
0,1.0,0.885,21,finetuning,50,0.125,
0,1.0,0.835,35,finetuning,500,0.25,
0,1.0,0.525,29,finetuning,50,2.0,
0,1.0,0.965,26,finetuning,100,0.125,
0,1.0,0.485,46,finetuning,10,2.0,
0,1.0,0.93,41,singletask,1000,,
0,1.0,0.73,6,finetuning,50,0.5,
0,1.0,0.81,33,finetuning,100,0.25,
0,1.0,0.67,22,finetuning,10,1.0,
0,1.0,0.81,25,finetuning,200,1.0,
0,1.0,0.895,29,finetuning,100,0.25,
0,1.0,0.495,42,finetuning,50,2.0,
0,1.0,0.95,7,finetuning,200,0.5,
0,1.0,0.69,40,finetuning,200,1.0,
0,1.0,0.85,47,finetuning,100,0.25,
0,1.0,0.73,49,finetuning,10,1.0,
0,1.0,0.75,0,finetuning,100,2.0,
0,1.0,0.92,41,finetuning,500,0.25,
0,1.0,0.875,26,finetuning,50,1.0,
0,1.0,0.98,14,finetuning,100,1.0,
0,1.0,0.5,2,finetuning,10,0.5,
0,1.0,0.49,25,finetuning,20,2.0,
0,1.0,0.84,25,finetuning,1000,0.125,
0,0.996,0.865,45,finetuning,500,2.0,
0,1.0,0.665,37,multitask,50,,0.030204081632653063
0,1.0,0.5,41,finetuning,20,1.0,
0,1.0,0.885,10,multitask,1000,,0.09448979591836734
0,1.0,0.93,16,finetuning,500,0.5,
0,1.0,0.82,20,finetuning,500,2.0,
0,1.0,0.75,24,finetuning,20,0.125,
0,1.0,0.635,17,multitask,10,,0.012020408163265306
0,1.0,0.985,0,finetuning,500,0.125,
0,1.0,0.96,11,finetuning,500,0.125,
0,1.0,0.9,0,finetuning,20,1.0,
0,1.0,0.61,44,finetuning,200,2.0,
0,1.0,0.845,17,finetuning,200,0.5,
0,1.0,0.65,20,multitask,20,,0.018979591836734692
0,1.0,0.895,43,finetuning,1000,1.0,
0,1.0,0.555,10,finetuning,100,2.0,
0,1.0,0.835,43,finetuning,100,0.5,
0,1.0,0.875,4,finetuning,100,1.0,
0,1.0,0.81,25,finetuning,1000,2.0,
0,1.0,0.885,31,finetuning,200,0.25,
0,1.0,0.85,2,multitask,1000,,0.10271428571428572
0,1.0,0.5,24,singletask,10,,
0,1.0,0.88,45,finetuning,200,0.25,
0,1.0,0.69,49,multitask,50,,0.028183673469387754
0,1.0,0.965,30,finetuning,100,0.125,
0,1.0,0.795,42,finetuning,1000,0.25,
0,1.0,0.945,26,finetuning,100,0.5,
0,1.0,0.79,37,finetuning,1000,1.0,
0,1.0,0.665,20,finetuning,20,0.5,
0,1.0,0.64,26,singletask,50,,
0,1.0,0.84,31,finetuning,10,0.25,
0,1.0,0.73,21,finetuning,200,2.0,
0,1.0,0.845,47,multitask,1000,,0.09983673469387755
0,1.0,0.96,14,multitask,500,,0.06712244897959184
0,1.0,0.76,47,finetuning,50,0.5,
0,1.0,0.5,28,finetuning,10,0.5,
0,1.0,0.88,24,finetuning,500,1.0,
0,1.0,0.625,34,multitask,10,,0.011061224489795919
0,1.0,0.5,48,finetuning,10,0.125,
0,1.0,0.825,45,multitask,500,,0.09193877551020409
0,1.0,0.455,7,finetuning,10,2.0,
0,1.0,0.625,8,finetuning,10,1.0,
0,1.0,0.87,14,multitask,50,,0.024448979591836735
0,1.0,0.965,1,finetuning,1000,0.125,
0,1.0,0.885,26,finetuning,10,0.125,
0,1.0,0.665,43,finetuning,10,0.5,
0,1.0,0.53,3,finetuning,50,2.0,
0,1.0,0.845,34,singletask,500,,
0,1.0,0.895,29,finetuning,200,0.125,
0,1.0,0.84,4,multitask,200,,0.055612244897959184
0,1.0,0.915,49,finetuning,500,0.125,
0,1.0,0.68,36,multitask,100,,0.054122448979591835
0,1.0,0.81,20,finetuning,50,0.125,
0,1.0,0.92,41,finetuning,500,1.0,
0,1.0,0.87,6,finetuning,500,0.5,
0,1.0,0.865,28,finetuning,500,0.25,
0,1.0,0.77,10,finetuning,50,0.5,
0,1.0,0.69,20,multitask,50,,0.029979591836734695
0,1.0,0.76,5,finetuning,20,0.25,
0,1.0,0.86,32,finetuning,500,0.25,
0,1.0,0.72,34,finetuning,100,0.25,
0,1.0,0.96,30,finetuning,200,1.0,
0,1.0,0.5,40,finetuning,100,0.25,
0,1.0,0.505,32,finetuning,20,1.0,
0,1.0,0.5,14,finetuning,10,0.5,
0,1.0,0.615,49,multitask,20,,0.015591836734693878
0,1.0,0.845,46,finetuning,500,0.25,
0,1.0,0.83,36,singletask,500,,
0,1.0,0.615,16,multitask,100,,0.05448979591836735
0,1.0,0.5,26,singletask,20,,
0,1.0,0.58,27,multitask,200,,0.06883673469387755
0,1.0,0.87,18,finetuning,100,0.5,
0,1.0,0.505,31,finetuning,50,2.0,
0,1.0,0.605,47,multitask,100,,0.059346938775510207
0,1.0,0.855,35,finetuning,500,2.0,
0,1.0,0.855,0,multitask,1000,,0.12683673469387755
0,1.0,0.48,39,finetuning,20,0.125,
0,1.0,0.795,14,multitask,20,,0.01446938775510204
0,1.0,0.845,23,finetuning,20,0.125,
0,1.0,0.88,29,finetuning,200,0.5,
0,1.0,0.865,45,multitask,1000,,0.12408163265306123
0,1.0,0.99,14,finetuning,50,0.25,
0,1.0,0.54,35,finetuning,10,2.0,
0,1.0,0.845,34,multitask,500,,0.10842857142857143
0,1.0,0.85,35,finetuning,500,0.125,
0,1.0,0.905,28,finetuning,1000,0.25,
0,1.0,0.745,34,finetuning,200,2.0,
0,1.0,0.535,24,finetuning,10,0.25,
0,1.0,0.815,33,finetuning,100,0.5,
0,1.0,0.505,16,finetuning,20,1.0,
0,1.0,0.645,36,finetuning,200,0.25,
0,0.998,0.925,22,finetuning,1000,2.0,
0,1.0,0.585,23,multitask,10,,0.012122448979591837
0,1.0,0.945,12,multitask,1000,,0.09961224489795918
0,1.0,0.77,44,finetuning,1000,1.0,
0,1.0,0.88,38,finetuning,1000,2.0,
0,1.0,0.5,30,finetuning,10,0.5,
0,1.0,0.995,14,finetuning,100,0.125,
0,1.0,0.895,5,finetuning,100,0.125,
0,1.0,0.875,28,finetuning,500,0.5,
0,1.0,0.885,48,finetuning,1000,0.125,
0,1.0,0.97,30,finetuning,1000,1.0,
0,1.0,0.685,42,finetuning,200,0.25,
0,1.0,0.86,15,finetuning,20,0.25,
0,1.0,0.5,19,finetuning,20,2.0,
0,1.0,0.64,34,finetuning,50,0.5,
0,1.0,0.485,41,finetuning,10,0.25,
0,1.0,0.86,49,finetuning,50,0.125,
0,1.0,0.485,11,finetuning,10,2.0,
0,1.0,0.7,38,singletask,200,,
0,1.0,0.875,43,finetuning,200,0.125,
0,1.0,0.665,37,multitask,20,,0.013489795918367346
0,1.0,0.915,4,finetuning,50,0.25,
0,1.0,0.92,23,finetuning,500,0.125,
0,1.0,0.565,21,finetuning,10,0.125,
0,1.0,0.5,15,finetuning,50,2.0,
0,1.0,0.91,8,finetuning,100,0.5,
0,1.0,0.89,31,finetuning,500,1.0,
0,1.0,0.965,18,finetuning,1000,0.125,
0,1.0,0.625,27,finetuning,50,0.125,
0,1.0,0.51,38,finetuning,20,0.5,
0,1.0,0.915,29,finetuning,500,0.25,
0,1.0,0.885,11,finetuning,100,1.0,
0,1.0,0.54,19,finetuning,10,1.0,
0,1.0,0.895,33,finetuning,500,0.25,
0,1.0,0.51,5,finetuning,100,2.0,
0,1.0,0.83,45,finetuning,200,1.0,
0,1.0,0.82,2,finetuning,200,0.5,
0,1.0,0.715,37,finetuning,200,0.125,
0,1.0,0.76,8,multitask,200,,0.04718367346938775
0,1.0,0.83,39,finetuning,1000,0.125,
0,1.0,0.655,44,singletask,200,,
0,1.0,0.57,35,finetuning,100,0.25,
0,1.0,0.51,12,finetuning,50,2.0,
0,1.0,0.805,20,finetuning,200,1.0,
0,1.0,0.705,41,finetuning,100,0.25,
0,1.0,0.96,4,finetuning,1000,0.125,
0,1.0,0.85,47,finetuning,500,0.25,
0,1.0,0.5,16,finetuning,10,2.0,
0,1.0,0.84,19,finetuning,500,0.125,
0,1.0,0.915,8,finetuning,500,0.125,
0,1.0,0.865,49,multitask,500,,0.08397959183673469
0,1.0,0.735,1,multitask,50,,0.028020408163265308
0,1.0,0.58,46,multitask,10,,0.013408163265306123
0,1.0,0.555,33,finetuning,50,0.5,
0,1.0,0.89,45,singletask,1000,,
0,1.0,0.84,23,singletask,500,,
0,1.0,0.81,25,finetuning,500,2.0,
0,1.0,0.895,18,multitask,500,,0.05714285714285714
0,1.0,0.51,38,finetuning,20,0.125,
0,1.0,0.5,37,finetuning,10,0.5,
0,1.0,0.98,12,finetuning,1000,0.25,
0,1.0,0.975,3,finetuning,1000,0.25,
0,1.0,0.915,13,finetuning,500,0.5,
0,1.0,0.755,40,finetuning,500,2.0,
0,1.0,0.535,11,finetuning,20,1.0,
0,1.0,0.905,22,finetuning,20,0.125,
0,1.0,0.66,39,finetuning,200,0.5,
0,1.0,0.58,42,singletask,100,,
0,1.0,0.58,28,singletask,10,,
0,1.0,0.585,32,finetuning,10,2.0,
0,1.0,0.465,41,singletask,10,,
0,1.0,0.85,33,multitask,200,,0.06004081632653061
0,1.0,0.515,32,singletask,20,,
0,1.0,0.9,20,finetuning,1000,0.125,
0,1.0,0.595,34,finetuning,10,0.25,
0,1.0,0.66,24,finetuning,200,2.0,
0,1.0,0.775,1,multitask,100,,0.051387755102040814
0,1.0,0.865,23,finetuning,100,0.5,
0,1.0,0.5,39,finetuning,50,1.0,
0,1.0,0.675,18,multitask,50,,0.024183673469387754
0,0.999,0.9,23,finetuning,1000,2.0,
0,1.0,0.715,37,finetuning,200,0.25,
0,1.0,0.84,39,finetuning,1000,2.0,
0,1.0,0.91,45,finetuning,1000,1.0,
0,1.0,0.9,1,finetuning,100,1.0,
0,1.0,0.84,46,finetuning,100,0.5,
0,1.0,0.91,31,finetuning,1000,1.0,
0,1.0,0.86,38,finetuning,500,0.5,
0,1.0,0.875,43,finetuning,200,0.25,
0,1.0,0.51,36,finetuning,50,2.0,
0,1.0,0.515,15,finetuning,100,2.0,
0,1.0,0.62,43,singletask,50,,
0,1.0,0.98,12,finetuning,200,0.5,
0,1.0,0.885,21,finetuning,200,0.125,
0,0.998,0.78,39,multitask,1000,,0.10051020408163265
0,1.0,0.905,41,finetuning,500,0.125,
0,1.0,0.51,38,multitask,10,,0.011693877551020408
0,1.0,0.875,41,finetuning,200,2.0,
0,1.0,0.84,20,multitask,500,,0.10224489795918368
0,1.0,0.745,48,finetuning,50,0.125,
0,1.0,0.92,3,finetuning,500,0.5,
0,1.0,0.69,44,finetuning,500,1.0,
0,1.0,0.745,45,multitask,50,,0.031244897959183674
0,1.0,0.5,13,finetuning,10,0.5,
0,1.0,0.69,2,multitask,10,,0.012122448979591837
0,1.0,0.52,35,finetuning,20,1.0,
0,1.0,0.59,20,finetuning,10,0.125,
0,1.0,0.565,38,finetuning,100,0.125,
0,1.0,0.96,26,finetuning,50,0.125,
0,1.0,0.875,21,finetuning,500,1.0,
0,1.0,0.705,17,finetuning,50,0.5,
0,1.0,0.71,43,multitask,100,,0.05391836734693878
0,1.0,0.71,19,finetuning,50,0.5,
0,1.0,0.845,21,finetuning,100,1.0,
0,1.0,0.975,30,finetuning,500,0.25,
0,1.0,0.51,34,finetuning,20,2.0,
0,1.0,0.885,32,finetuning,1000,0.125,
0,1.0,0.51,36,finetuning,100,0.25,
0,1.0,0.94,30,multitask,500,,0.08897959183673469
0,1.0,0.89,5,finetuning,200,0.125,
0,1.0,0.585,42,finetuning,100,0.25,
0,1.0,0.99,14,finetuning,200,0.125,
0,1.0,0.9,10,finetuning,200,1.0,
0,0.995,0.625,4,finetuning,200,2.0,
0,1.0,0.705,44,finetuning,500,0.25,
0,1.0,0.89,3,finetuning,100,0.5,
0,1.0,0.545,44,finetuning,100,1.0,
0,1.0,0.555,33,finetuning,10,1.0,
0,1.0,0.5,15,finetuning,20,0.5,
0,1.0,0.88,38,multitask,1000,,0.14283673469387756
0,1.0,0.935,9,finetuning,1000,0.5,
0,1.0,0.5,38,finetuning,50,2.0,
0,1.0,0.935,31,finetuning,1000,0.25,
0,1.0,0.885,43,finetuning,100,0.125,
0,1.0,0.935,1,finetuning,500,1.0,
0,1.0,0.845,46,finetuning,500,0.5,
0,1.0,0.565,38,finetuning,100,0.5,
0,1.0,0.935,15,finetuning,500,2.0,
0,1.0,0.91,23,finetuning,500,0.5,
0,1.0,0.83,23,multitask,200,,0.06428571428571428
0,1.0,0.5,22,singletask,20,,
0,1.0,0.9,12,multitask,100,,0.03863265306122449
0,1.0,0.795,21,finetuning,20,0.125,
0,1.0,0.935,18,finetuning,1000,0.5,
0,1.0,0.51,37,finetuning,50,1.0,
0,1.0,0.6,40,multitask,10,,0.014122448979591837
0,1.0,0.645,34,finetuning,50,0.25,
0,1.0,0.79,7,multitask,50,,0.023959183673469386
0,1.0,0.835,47,finetuning,200,0.5,
0,1.0,0.99,0,finetuning,200,1.0,
0,1.0,0.795,14,finetuning,200,2.0,
0,1.0,0.845,20,finetuning,1000,2.0,
0,1.0,0.78,34,finetuning,200,0.25,
0,1.0,0.8,13,finetuning,100,0.5,
0,1.0,0.5,40,finetuning,100,2.0,
0,1.0,0.58,43,singletask,100,,
0,1.0,0.82,46,finetuning,1000,1.0,
0,1.0,0.5,39,finetuning,10,0.5,
0,1.0,0.5,38,singletask,10,,
0,1.0,0.885,32,finetuning,1000,1.0,
0,1.0,0.575,25,finetuning,100,2.0,
0,1.0,0.51,35,finetuning,20,0.25,
0,1.0,0.675,40,finetuning,200,0.25,
0,1.0,0.87,28,finetuning,1000,1.0,
0,1.0,0.51,10,finetuning,20,2.0,
0,1.0,0.965,22,finetuning,200,0.5,
0,1.0,0.88,22,singletask,500,,
0,1.0,0.45,18,finetuning,10,2.0,
0,1.0,0.765,13,finetuning,50,1.0,
0,1.0,0.595,4,multitask,10,,0.01253061224489796
0,1.0,0.705,23,finetuning,10,0.125,
0,1.0,0.5,39,finetuning,10,0.125,
0,1.0,0.675,43,multitask,50,,0.027857142857142858
0,1.0,0.855,27,finetuning,1000,0.25,
0,1.0,0.785,25,finetuning,50,0.125,
0,1.0,0.92,11,finetuning,500,1.0,
0,1.0,0.555,17,finetuning,10,1.0,
0,1.0,0.84,45,singletask,200,,
0,1.0,0.72,31,finetuning,20,0.5,
0,0.998,0.825,5,finetuning,500,2.0,
0,1.0,0.925,8,finetuning,500,0.5,
0,1.0,0.77,25,singletask,1000,,
0,1.0,0.845,31,finetuning,100,1.0,
0,1.0,0.535,36,finetuning,20,0.5,
0,1.0,0.68,10,finetuning,10,1.0,
0,1.0,0.935,31,finetuning,500,0.25,
0,1.0,0.53,37,finetuning,100,0.25,
0,1.0,0.875,43,finetuning,100,0.25,
0,1.0,0.885,14,finetuning,50,1.0,
0,1.0,0.75,4,finetuning,10,0.25,
0,1.0,0.675,39,singletask,200,,
0,1.0,0.935,45,finetuning,500,0.25,
0,1.0,0.89,21,finetuning,100,0.125,
0,1.0,0.855,26,multitask,50,,0.02440816326530612
0,1.0,0.95,16,finetuning,500,0.125,
0,1.0,0.985,7,finetuning,500,0.125,
0,1.0,0.505,41,finetuning,50,0.25,
0,1.0,0.5,17,finetuning,20,2.0,
0,1.0,0.945,8,finetuning,1000,0.5,
0,1.0,0.895,12,multitask,20,,0.01463265306122449
0,1.0,0.79,28,finetuning,100,0.5,
0,1.0,0.7,38,finetuning,200,0.125,
0,1.0,0.89,33,finetuning,500,0.5,
0,1.0,0.91,32,singletask,1000,,
0,1.0,0.77,20,finetuning,20,0.125,
0,1.0,0.83,19,finetuning,1000,0.5,
0,1.0,0.7,18,finetuning,20,1.0,
0,1.0,0.79,19,finetuning,200,0.5,
0,1.0,0.89,13,multitask,1000,,0.13481632653061223
0,1.0,0.805,24,finetuning,50,0.25,
0,1.0,0.955,14,finetuning,10,0.25,
0,1.0,0.95,30,finetuning,50,1.0,
0,1.0,0.715,35,finetuning,200,0.25,
0,1.0,0.885,21,finetuning,1000,2.0,
0,1.0,0.955,45,finetuning,1000,0.25,
0,1.0,0.525,37,finetuning,100,0.125,
0,1.0,0.51,40,finetuning,20,0.25,
0,0.999,0.8,44,multitask,1000,,0.09553061224489796
0,1.0,0.77,24,multitask,500,,0.09461224489795918
0,1.0,0.87,47,finetuning,1000,1.0,
0,1.0,0.655,25,multitask,10,,0.012183673469387755
0,1.0,0.92,18,finetuning,500,0.5,
0,1.0,0.905,33,finetuning,1000,1.0,
0,1.0,0.81,25,finetuning,20,0.25,
0,1.0,0.575,35,finetuning,100,2.0,
0,1.0,0.93,43,finetuning,1000,0.125,
0,1.0,0.92,29,finetuning,1000,1.0,
0,1.0,0.87,41,finetuning,200,0.25,
0,1.0,0.645,12,finetuning,20,0.5,
0,1.0,0.79,32,finetuning,200,0.5,
0,1.0,0.805,1,multitask,1000,,0.09922448979591837
0,1.0,0.55,34,finetuning,10,1.0,
0,1.0,0.76,5,multitask,100,,0.06740816326530612
0,1.0,0.775,37,singletask,500,,
0,1.0,0.85,9,finetuning,200,0.5,
